,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
467,Jonny Castro,DF,Celta Vigo,468,102,43,78,48,93,92,1,35.6,1744,933,653,128,82.5,90.4,82.9,64.3,1,1.6,22,120,29,8,162,66,11,15,26.7,1.8,2525,74,60.8,96,50,36,131,2,0.06,50,37,1,0,213,51.5
468,Lucas Castro,MF,Chievo,469,54,16,40,39,38,35,0,22.1,766,385,284,61,73.8,80.7,78.5,49.2,4,2.6,26,81,23,6,126,72,6,39,38.5,3.4,1340,59,55.9,63,43,34,103,3,0.14,40,40,0,0,176,54.8
469,Rubén Castro,FW,Betis,470,1,0,1,0,0,2,0,4.0,49,26,13,4,83.1,89.7,92.9,80.0,1,0.6,2,2,0,0,6,4,2,8,50.0,1.1,85,4,25.0,6,6,2,12,0,0.00,1,5,0,0,10,20.0
470,Danilo Cataldi,MF,Benevento,471,33,5,25,18,37,20,1,25.4,1124,537,412,128,82.1,89.5,86.7,61.2,4,2.3,37,98,18,6,135,79,7,36,16.7,1.5,1558,31,74.2,49,29,22,66,1,0.04,35,28,0,0,180,16.7
471,Craig Cathcart,DF,Watford,472,8,4,5,8,3,38,0,5.8,143,43,75,24,76.9,89.6,85.2,53.3,0,0.0,0,8,1,0,11,5,0,2,50.0,0.1,245,2,50.0,2,0,0,0,0,0.00,2,1,0,0,32,62.5
472,Edinson Cavani,FW,Paris S-G,473,15,2,9,10,5,22,0,28.7,414,258,101,22,78.0,84.3,82.8,64.7,6,6.0,36,13,23,0,43,69,17,100,48.0,19.8,748,26,57.7,30,35,14,168,25,0.87,19,20,3,0,44,47.1
473,Marijan Ćavar,MF,Eint Frankfurt,474,0,0,0,0,0,0,0,0.4,7,6,1,0,87.5,85.7,100.0,,0,0.0,0,0,0,0,1,0,0,1,0.0,0.0,11,0,,0,2,1,1,0,0.00,0,0,0,0,2,
474,Dani Ceballos,MF,Real Madrid,475,8,4,7,6,5,1,0,4.5,353,195,102,36,92.9,95.1,95.3,85.7,0,0.2,4,33,2,0,38,20,3,7,57.1,0.4,425,20,55.0,13,6,4,17,2,0.45,7,15,0,0,26,0.0
475,Federico Ceccherini,DF,Crotone,476,35,13,21,39,83,276,1,35.9,1023,260,619,132,80.8,86.4,89.3,55.0,0,0.6,10,66,6,1,98,22,1,16,25.0,1.6,1766,21,81.0,26,31,7,4,1,0.03,42,36,0,0,184,56.1
476,Emanuel Cecchini,"MF,DF",Málaga,477,3,2,1,0,2,2,0,0.3,13,11,0,2,81.3,100.0,,100.0,0,0.0,0,3,0,0,3,1,0,1,0.0,0.0,25,1,100.0,1,0,0,0,0,0.00,2,0,0,0,2,0.0
477,Petr Čech,GK,Arsenal,478,1,1,1,0,0,23,7,33.8,749,74,398,276,72.1,98.7,99.5,49.6,0,0.0,0,11,1,0,1,3,0,0,,0.0,1128,3,66.7,0,1,0,0,0,0.00,0,4,0,0,47,93.3
478,Ricardo Centurión,"MF,FW",Genoa,479,0,0,0,0,0,0,0,0.6,13,9,3,0,61.9,75.0,75.0,0.0,0,0.0,0,0,1,0,3,0,0,0,,0.0,27,4,25.0,1,1,4,7,0,0.00,0,0,0,0,7,
479,Luca Ceppitelli,DF,Cagliari,480,45,16,33,33,50,156,0,24.7,917,266,445,197,78.0,87.2,86.7,59.3,0,1.2,8,96,7,0,73,17,2,10,50.0,1.1,1470,12,100.0,2,10,5,3,3,0.12,34,17,0,1,138,74.5
480,Fabio Ceravolo,FW,Benevento,481,0,0,0,1,0,0,0,0.6,7,5,1,1,63.6,62.5,50.0,100.0,0,0.0,0,0,0,0,0,1,0,1,0.0,0.0,19,2,0.0,0,3,1,3,0,0.00,0,1,0,0,0,33.3
481,Alessio Cerci,FW,Hellas Verona,482,15,4,10,4,4,8,0,18.2,314,171,101,26,63.7,78.8,62.7,38.8,1,4.1,25,18,19,4,42,56,10,41,29.3,2.5,639,47,57.4,76,33,41,141,2,0.11,20,25,2,0,57,28.1
482,Boštjan Cesar,DF,Chievo,483,4,3,3,6,3,40,0,6.1,197,61,103,31,82.4,93.8,82.4,67.4,0,0.0,0,10,0,0,20,2,0,0,,0.0,298,0,,5,0,1,0,0,0.00,5,7,0,2,22,48.1
483,Damir Ceter,FW,Cagliari,484,2,0,1,3,0,1,0,2.2,37,21,12,3,61.7,72.4,52.2,60.0,0,0.3,4,4,1,0,6,4,0,1,0.0,0.1,85,4,75.0,4,5,10,10,0,0.00,2,4,0,0,8,45.5
484,Nacer Chadli,"FW,MF",West Brom,485,1,1,0,0,0,4,0,2.9,54,32,15,1,70.1,80.0,71.4,20.0,0,0.1,2,3,2,0,7,3,0,4,50.0,0.2,96,1,100.0,4,4,4,8,1,0.35,1,0,0,0,15,33.3
485,Fouad Chafik,DF,Dijon,486,58,20,49,17,33,46,1,17.9,654,356,229,50,73.6,88.1,72.7,41.0,2,1.8,15,44,21,12,59,26,6,5,20.0,0.2,1087,33,72.7,32,19,13,79,0,0.00,20,18,0,0,97,47.2
486,Nathaniel Chalobah,MF,Watford,487,9,2,6,6,6,6,0,5.0,132,61,51,12,71.7,80.3,76.1,42.9,0,0.0,1,18,1,0,22,7,1,12,33.3,0.8,236,12,58.3,7,5,4,14,0,0.00,3,7,0,0,36,66.7
487,Calum Chambers,DF,Arsenal,488,17,5,10,14,18,47,0,9.6,521,203,257,54,82.7,89.0,86.2,64.3,0,0.1,2,30,6,1,43,9,1,10,30.0,1.4,759,10,70.0,11,9,6,20,0,0.00,10,5,0,0,71,49.1
488,Nereo Champagne,GK,Leganés,489,0,0,0,0,0,3,0,2.0,32,1,5,26,55.2,100.0,100.0,51.0,0,0.0,0,1,0,0,0,1,0,0,,0.0,64,0,,0,0,0,0,0,0.00,0,0,0,0,3,
489,Timothy Chandler,"DF,FW",Eint Frankfurt,490,27,11,21,15,33,52,0,21.0,582,242,259,74,63.3,77.6,63.6,48.4,4,2.6,25,51,30,20,78,47,6,24,29.2,1.6,1106,16,31.3,47,14,8,122,2,0.10,23,19,0,0,63,43.7
490,Kwon Chang-hoon,"FW,MF",Dijon,491,37,11,22,32,24,30,0,23.7,459,261,126,42,65.0,78.1,64.9,38.5,3,2.3,32,21,23,7,40,72,10,66,40.9,6.6,984,49,57.1,66,49,44,175,11,0.46,23,46,1,0,126,20.0
491,Charles,FW,Eibar,492,11,1,8,7,7,10,0,17.6,286,182,66,11,67.5,70.8,64.1,78.6,1,1.7,17,22,6,0,32,35,5,44,34.1,7.3,559,10,40.0,8,26,18,66,7,0.40,42,29,1,0,54,51.1
492,Charly Charrier,"MF,FW",Amiens,493,1,0,0,1,2,0,0,1.2,54,31,12,5,75.0,77.5,85.7,45.5,0,0.0,1,4,0,0,7,3,0,2,0.0,0.4,83,0,,1,5,7,16,0,0.00,1,1,0,0,8,
493,Pape Cheikh Diop,MF,Lyon,494,0,0,0,0,0,0,0,0.1,9,8,1,0,100.0,100.0,100.0,,0,0.0,0,1,0,0,1,1,0,0,,0.0,9,0,,0,0,0,0,0,0.00,0,0,0,0,1,
494,Chema,DF,Levante,495,20,9,13,43,30,110,1,22.4,535,143,273,111,77.2,89.4,88.3,53.1,1,0.9,4,36,3,0,49,10,2,7,42.9,0.5,904,1,100.0,3,4,5,3,1,0.04,21,13,0,1,93,58.0
495,Denis Cheryshev,"MF,FW",Villarreal,496,27,6,16,18,13,10,0,10.3,224,120,83,15,67.1,80.5,65.9,46.9,1,3.5,17,21,15,6,38,33,2,29,31.0,5.1,484,33,48.5,51,18,20,75,2,0.19,21,14,1,0,50,42.9
496,Raman Chibsah,MF,Benevento,497,20,4,13,13,4,16,0,11.6,372,172,159,22,88.6,95.0,87.8,84.6,0,0.6,9,33,3,1,25,18,0,7,42.9,0.9,522,24,50.0,8,21,14,17,0,0.00,21,10,0,0,59,33.3
497,Leandro Chichizola,GK,Las Palmas,498,2,2,0,0,4,29,3,27.0,807,125,386,295,70.7,98.4,98.0,48.0,0,0.0,1,9,0,0,0,5,0,0,,0.0,1237,5,100.0,0,4,0,0,0,0.00,0,6,0,0,38,85.7
498,Giorgio Chiellini,DF,Juventus,499,28,7,19,21,47,142,3,24.0,1531,426,827,257,86.5,93.0,90.7,74.3,1,0.7,6,122,4,0,123,23,6,10,20.0,0.6,2035,11,90.9,34,8,2,9,0,0.00,30,28,0,0,136,64.1
499,Federico Chiesa,"FW,MF",Fiorentina,500,62,16,41,34,18,16,0,33.5,753,435,235,45,71.7,85.6,70.6,45.0,4,6.3,57,45,46,11,106,147,20,109,27.5,7.0,1526,140,54.3,164,87,75,339,6,0.18,53,60,3,0,213,25.8
500,Ben Chilwell,DF,Leicester City,501,36,15,26,31,28,71,3,20.6,852,446,306,60,71.1,83.7,71.3,44.1,2,2.4,21,59,26,16,78,46,4,6,16.7,0.2,1472,52,59.6,85,41,18,121,0,0.00,13,23,0,0,129,52.0
501,Vlad Chiricheș,DF,Napoli,502,8,2,4,2,16,19,1,6.5,534,214,240,67,90.5,94.7,92.3,82.7,0,0.0,1,33,0,0,46,4,0,3,0.0,0.3,643,7,71.4,7,2,1,0,0,0.00,3,6,0,0,61,42.5
502,Hamza Choudhury,"MF,DF",Leicester City,503,9,2,5,12,8,4,0,4.2,139,65,53,16,82.2,90.3,88.3,59.3,1,0.4,1,21,0,0,16,2,1,2,0.0,0.0,213,1,0.0,2,4,2,1,0,0.00,5,5,0,0,22,0.0
503,Andreas Christensen,DF,Chelsea,504,26,10,13,25,39,109,5,23.2,1263,387,719,134,93.1,94.6,95.6,85.4,0,0.1,4,62,2,0,76,17,2,12,8.3,0.9,1589,5,100.0,22,9,1,2,0,0.00,8,13,0,0,139,67.9
504,Chuca,MF,Villarreal,505,1,1,0,1,1,1,1,1.0,35,18,10,6,64.8,75.0,62.5,50.0,0,0.0,1,4,0,0,5,1,0,3,0.0,0.1,65,3,66.7,3,2,1,9,0,0.00,3,2,0,0,1,0.0
505,Lee Chung-yong,"FW,MF",Crystal Palace,506,2,0,0,3,2,0,1,1.5,58,37,15,2,75.3,94.9,62.5,33.3,0,0.1,2,1,1,0,2,5,0,1,0.0,0.0,91,2,100.0,4,4,3,16,0,0.00,1,2,0,0,7,33.3
506,Amato Ciciretti,"MF,FW",Benevento,507,14,2,8,9,6,4,0,9.0,250,114,98,26,72.3,82.6,77.8,46.4,1,1.5,15,11,9,5,23,42,3,35,34.3,1.6,444,15,66.7,40,20,14,59,2,0.22,8,17,0,0,42,16.7
507,Cifu,DF,Málaga,508,2,1,1,1,2,2,0,1.2,65,43,18,3,76.5,87.8,78.3,50.0,0,0.1,2,5,4,3,6,9,0,0,,0.0,101,5,20.0,5,1,1,9,0,0.00,4,2,0,0,3,33.3
508,Luca Cigarini,MF,Cagliari,509,42,18,30,32,42,27,1,22.5,1239,474,555,177,76.5,88.9,80.8,51.9,3,4.5,40,151,25,2,182,76,6,22,22.7,0.8,1803,14,71.4,25,17,14,18,2,0.09,47,27,0,0,175,48.6
509,Per Ciljan Skjelbred,MF,Hertha BSC,510,89,42,66,31,45,23,0,24.3,969,381,435,129,85.0,86.2,87.9,76.3,0,0.8,6,107,8,2,100,19,2,6,33.3,0.2,1344,19,57.9,14,18,8,21,0,0.00,43,14,0,0,107,46.8
510,Jasper Cillessen,GK,Barcelona,511,0,0,0,0,0,0,0,1.0,25,4,14,7,80.6,100.0,100.0,53.8,0,0.0,0,0,0,0,0,0,0,0,,0.0,34,0,,0,0,0,0,0,0.00,0,0,0,0,1,
511,Thiago Cionek,DF,SPAL,512,28,11,21,19,35,99,0,15.0,566,200,279,82,78.5,90.1,85.6,53.9,0,0.1,2,64,3,2,62,10,1,8,50.0,0.5,924,13,76.9,30,6,9,4,1,0.07,21,28,0,0,84,50.0
512,Saliou Ciss,"DF,MF",Angers,513,3,2,2,0,2,1,0,1.6,42,28,10,3,67.7,87.5,52.6,75.0,0,0.0,0,3,2,0,5,2,0,1,100.0,0.0,72,5,80.0,6,1,3,10,0,0.00,0,2,0,0,10,0.0
513,Karamoko Cissé,"FW,MF",Benevento,514,1,0,1,0,0,0,0,0.2,2,0,1,1,40.0,0.0,50.0,100.0,0,0.1,1,0,1,0,1,0,0,0,,0.0,7,0,,1,1,0,3,0,0.00,0,0,0,0,0,0.0
514,Issa Cissokho,DF,Amiens,515,31,18,23,18,34,87,1,18.1,610,305,246,50,75.8,90.5,75.5,43.1,0,0.4,10,39,9,7,49,18,1,4,0.0,0.1,1014,10,80.0,25,19,5,26,0,0.00,16,19,0,0,110,38.1
515,Ciaran Clark,DF,Newcastle Utd,516,25,11,17,15,17,144,1,19.4,511,171,251,71,71.5,85.9,81.5,40.3,1,0.7,4,43,3,0,29,14,1,11,27.3,1.7,952,5,80.0,12,7,2,3,2,0.10,17,13,0,0,95,50.7
516,Christian Clemens,"MF,FW",Köln,517,12,4,11,8,4,7,0,7.2,150,76,53,19,64.9,79.2,67.9,39.6,0,1.6,10,16,7,4,20,21,1,17,23.5,1.5,312,20,30.0,14,7,6,36,1,0.14,13,6,0,0,30,28.6
517,Tom Cleverley,MF,Watford,518,48,21,26,11,25,21,0,21.1,964,481,346,89,77.9,88.7,82.6,49.2,2,1.6,29,132,17,2,136,58,3,15,20.0,1.1,1391,8,62.5,31,20,16,66,1,0.05,33,26,0,0,151,36.4
518,Sam Clucas,MF,Swansea City,519,34,10,19,31,29,34,1,22.7,689,327,274,68,79.0,87.2,82.3,58.1,1,1.3,15,46,3,1,61,35,2,20,35.0,2.6,1051,9,55.6,24,23,22,68,3,0.13,10,14,0,0,110,50.0
519,Nathaniel Clyne,"DF,FW",Liverpool,520,3,0,1,2,0,3,0,1.9,108,58,37,9,76.6,89.2,71.2,69.2,0,0.1,1,7,2,1,5,2,0,2,50.0,0.1,159,2,0.0,5,4,2,29,0,0.00,4,0,0,0,10,50.0
520,Marcus Coco,"FW,MF",Guingamp,521,40,7,28,22,15,9,0,17.6,451,260,105,28,72.7,83.1,66.5,50.0,2,2.2,18,30,17,8,54,48,5,28,35.7,2.3,825,47,51.1,77,53,47,156,2,0.11,44,28,1,0,108,44.0
521,Massimo Coda,FW,Benevento,522,12,2,9,7,6,11,0,15.7,243,142,68,22,69.0,75.5,67.3,81.5,1,1.3,21,14,10,1,35,49,3,59,32.2,4.8,534,31,48.4,26,49,26,114,3,0.19,18,8,1,0,45,40.4
522,Isaac Cofie,MF,Genoa,523,13,7,10,9,10,7,0,6.6,250,110,115,22,79.9,85.3,85.8,52.4,0,0.0,1,24,2,0,32,4,0,5,0.0,0.2,370,4,100.0,3,5,4,3,0,0.00,12,7,0,0,58,48.4
523,Renaud Cohade,MF,Metz,524,143,46,86,70,53,91,0,36.6,1545,633,656,246,76.5,84.9,79.4,62.3,3,3.5,43,270,36,13,312,102,7,37,18.9,1.3,2531,55,54.5,70,67,39,140,1,0.03,52,27,0,0,266,47.5
524,Coke,DF,Levante,525,35,18,23,17,34,46,0,15.4,543,306,181,44,72.6,86.9,72.1,45.8,0,0.4,11,43,15,5,67,25,4,11,45.5,1.9,935,28,67.9,35,23,25,59,3,0.20,27,12,0,0,91,53.5
525,Coke,MF,Schalke 04,526,0,0,0,0,0,0,0,0.0,2,1,1,0,100.0,100.0,100.0,,0,0.0,0,0,1,0,1,0,0,0,,0.0,2,0,,0,0,0,1,0,0.00,1,0,0,0,1,
526,Emre Çolak,MF,La Coruña,527,24,7,19,7,7,5,1,16.1,683,357,209,91,77.5,87.7,81.6,56.9,1,4.0,38,109,33,6,144,80,5,17,47.1,1.2,1004,48,68.8,25,30,39,99,1,0.06,20,24,0,0,110,5.9
527,Séamus Coleman,DF,Everton,528,14,6,14,16,10,29,2,11.5,369,217,121,18,71.5,86.1,68.0,32.7,1,0.7,7,30,7,1,44,17,2,5,40.0,1.0,635,36,69.4,34,15,14,44,0,0.00,3,13,0,0,53,56.0
528,James Collins,DF,West Ham,529,15,8,9,13,16,120,1,11.7,283,74,148,61,72.8,90.2,80.0,51.7,0,0.2,2,20,2,0,24,7,0,4,25.0,0.3,567,1,100.0,5,2,0,1,1,0.09,13,2,0,0,28,59.5
529,Racine Coly,DF,Nice,530,15,9,12,5,15,18,0,6.9,374,218,133,15,86.0,94.0,86.4,50.0,0,0.1,1,33,2,1,40,6,0,2,0.0,0.1,501,17,82.4,27,9,6,34,0,0.00,17,8,0,0,35,64.7
530,Kingsley Coman,"FW,MF",Bayern Munich,531,11,5,10,6,7,1,0,12.8,486,222,227,31,79.4,87.7,81.1,53.4,3,3.6,22,26,22,6,60,69,7,29,51.7,2.2,757,93,58.1,97,29,19,202,3,0.23,7,20,1,0,62,57.7
531,Marvin Compper,DF,RB Leipzig,532,2,2,2,2,0,8,0,1.0,55,18,33,4,94.8,100.0,97.1,66.7,0,0.0,0,2,0,0,3,0,0,0,,0.0,71,0,,0,1,1,0,0,0.00,1,0,0,0,3,80.0
532,Alois Confais,"MF,DF",Troyes,533,8,3,6,7,4,15,1,6.8,222,98,88,29,79.6,81.7,85.4,69.0,0,0.0,2,24,4,3,27,5,0,2,50.0,0.1,323,1,100.0,3,5,2,12,0,0.00,9,7,0,0,31,44.4
533,Daniel Congré,DF,Montpellier,534,62,31,46,29,56,124,2,29.3,1059,436,490,121,82.9,89.3,86.4,63.7,0,0.2,6,79,3,2,121,19,1,11,18.2,1.1,1575,4,75.0,14,14,3,14,1,0.03,25,26,0,0,161,64.2
534,Andrea Consigli,GK,Sassuolo,535,0,0,0,0,0,27,6,36.8,761,61,280,420,68.3,100.0,98.9,54.9,0,0.0,1,15,0,0,0,6,0,0,,0.0,1221,0,,0,0,0,0,0,0.00,1,10,0,0,33,91.7
535,Diego Contento,"DF,MF",Bordeaux,536,3,1,0,2,1,9,0,1.2,25,16,6,3,78.1,94.1,66.7,60.0,1,0.4,1,1,0,0,1,1,1,0,,0.0,50,0,,0,2,0,0,0,0.00,0,0,0,0,4,0.0
536,Andrea Conti,DF,Milan,537,4,2,2,3,1,5,0,1.7,94,43,47,4,88.7,93.5,88.7,80.0,0,0.1,1,12,1,1,18,4,1,1,0.0,0.0,120,1,100.0,4,0,1,12,0,0.00,4,2,0,0,9,100.0
537,Lewis Cook,MF,Bournemouth,538,67,26,35,33,35,25,2,24.9,989,394,428,147,78.3,81.1,86.6,64.2,2,1.6,28,176,27,5,173,65,6,18,11.1,0.5,1521,67,74.6,52,37,39,30,0,0.00,33,20,0,0,198,35.0
538,Steve Cook,DF,Bournemouth,539,37,19,19,63,54,232,4,30.7,1029,246,610,163,73.5,78.6,82.2,51.7,1,1.0,5,65,4,0,83,26,3,22,27.3,1.6,1831,2,50.0,15,15,7,9,2,0.07,22,19,0,1,138,66.0
539,Duje Čop,"FW,MF",Cagliari,540,1,0,1,1,0,0,0,1.1,11,7,4,0,52.4,53.8,66.7,0.0,0,0.0,0,2,0,0,4,2,0,0,,0.0,28,0,,1,2,1,7,0,0.00,1,3,1,0,2,25.0
540,Francis Coquelin,"MF,DF",Arsenal,541,5,1,4,1,3,2,0,1.9,79,41,24,11,82.3,87.2,82.8,78.6,0,0.6,1,8,1,0,11,2,1,1,0.0,0.1,107,1,100.0,1,1,2,1,0,0.00,2,1,0,0,11,50.0
541,Francis Coquelin,"MF,DF",Valencia,542,18,9,14,9,20,23,0,7.3,256,126,91,29,82.6,90.0,83.5,70.7,0,0.1,2,33,1,0,28,11,1,4,75.0,0.3,392,18,77.8,3,6,15,16,1,0.14,13,7,0,0,60,76.9
542,Sébastien Corchia,DF,Sevilla,543,18,9,13,18,16,20,0,9.1,305,191,91,15,76.8,90.1,67.9,41.7,1,0.5,5,18,6,5,25,14,1,5,60.0,0.3,495,10,50.0,20,9,6,47,0,0.00,20,22,0,0,32,78.6
543,Alex Cordaz,GK,Crotone,544,0,0,0,0,2,16,4,38.0,553,41,151,360,46.7,97.6,95.6,36.8,0,0.2,2,51,1,0,1,10,0,0,,0.0,1284,0,,2,1,0,0,0,0.00,0,2,0,0,44,85.7
544,Iñigo Córdoba,FW,Athletic Club,545,44,16,30,31,21,9,0,16.2,348,191,111,33,64.4,78.0,68.5,44.0,1,1.9,16,37,22,9,65,40,5,18,22.2,1.5,777,89,50.6,59,34,40,110,1,0.06,20,35,0,0,115,30.8
545,Jhon Córdoba,FW,Köln,546,13,1,10,6,1,9,0,10.6,146,76,48,11,67.0,68.5,76.2,68.8,2,1.1,7,8,6,2,16,30,3,34,20.6,4.0,356,35,31.4,27,35,19,99,0,0.00,28,38,0,0,33,35.7
546,Sergio Córdova,"FW,MF",Augsburg,547,5,3,5,12,0,6,0,6.5,114,59,34,3,73.5,78.7,82.9,30.0,1,0.7,8,9,4,1,11,17,2,14,42.9,1.6,232,16,37.5,13,18,16,50,2,0.31,21,12,0,0,14,31.0
547,Jérémy Cordoval,DF,Troyes,548,20,9,16,12,9,35,0,10.2,337,199,103,18,78.0,86.1,81.1,43.9,1,0.5,3,21,5,3,33,9,1,1,0.0,0.0,519,12,66.7,17,6,3,20,0,0.00,4,8,0,0,53,26.7
548,Benjamin Corgnet,"MF,FW",Strasbourg,549,28,6,19,18,11,11,0,15.3,378,216,102,34,64.9,76.3,62.6,47.2,2,1.8,18,36,14,3,52,61,4,27,25.9,1.8,743,36,69.4,30,31,25,80,0,0.00,25,34,0,0,69,51.4
549,Jack Cork,MF,Burnley,550,60,20,44,36,41,86,1,38.0,1281,583,499,136,79.7,85.7,83.6,65.4,1,1.1,19,127,11,1,165,67,5,15,33.3,2.2,1959,42,73.8,39,67,44,41,2,0.05,23,54,0,0,244,39.5
550,Andreas Cornelius,FW,Atalanta,551,9,1,5,7,2,7,0,10.4,205,121,61,11,64.7,75.6,64.2,50.0,1,2.1,22,15,5,0,23,39,1,32,34.4,3.8,438,17,35.3,18,37,22,127,3,0.29,23,20,0,0,30,50.0
551,Maxwel Cornet,FW,Lyon,552,17,3,12,11,14,14,0,14.1,397,250,100,20,74.9,85.0,76.3,48.8,6,2.4,26,18,14,5,35,48,7,31,38.7,3.0,703,43,46.5,62,34,44,143,4,0.28,17,21,1,0,72,29.5
552,Quentin Cornette,"FW,MF",Amiens,553,11,3,8,7,3,5,0,5.0,97,55,26,4,69.8,84.6,72.2,28.6,2,0.9,6,16,2,0,20,12,4,7,57.1,0.6,208,20,55.0,15,16,8,20,1,0.20,10,10,0,0,37,16.7
553,Ángel Correa,"MF,FW",Atlético Madrid,554,41,8,29,30,25,17,0,25.0,633,411,148,27,71.0,82.4,69.8,42.9,4,2.7,29,44,26,4,85,86,15,47,55.3,5.9,1270,127,54.3,91,95,90,163,8,0.32,47,49,0,0,168,16.7
554,Joaquín Correa,FW,Sevilla,555,15,8,10,15,2,12,0,13.3,397,234,112,28,81.7,88.0,82.4,87.5,1,2.0,23,24,19,0,50,51,5,24,20.8,2.4,648,75,53.3,42,21,25,122,1,0.08,26,43,1,0,65,44.4
555,Andrea Cossu,"MF,FW",Cagliari,556,1,0,0,2,3,2,0,2.7,75,35,27,11,60.5,81.4,69.2,33.3,1,0.3,4,4,2,1,7,8,1,2,50.0,0.1,146,11,81.8,2,5,1,22,0,0.00,4,6,0,0,8,0.0
556,Andrea Costa,DF,Benevento,557,19,9,14,21,37,78,2,15.3,539,233,233,61,76.8,89.6,81.2,46.6,0,0.1,2,37,6,3,51,9,0,9,0.0,1.3,869,3,100.0,15,4,1,2,0,0.00,22,11,0,0,62,54.2
557,Danny da Costa,"DF,FW",Eint Frankfurt,558,41,24,34,21,13,47,0,13.4,493,237,202,41,71.7,85.3,73.7,44.6,2,1.5,13,36,14,4,59,25,2,9,22.2,0.8,837,17,35.3,21,8,15,89,1,0.07,11,5,0,0,55,47.6
558,Diego Costa,FW,Atlético Madrid,559,17,4,11,14,5,3,0,11.6,237,157,44,8,75.0,81.3,80.0,61.5,3,2.4,13,11,9,1,16,31,6,25,40.0,3.6,462,32,46.9,27,50,41,122,3,0.26,22,19,1,0,26,43.1
559,Douglas Costa,"FW,MF",Juventus,560,17,8,14,15,7,7,0,19.9,828,388,285,107,79.1,88.8,80.7,68.6,6,7.6,60,56,48,18,84,124,26,36,41.7,3.0,1245,136,77.9,120,41,33,213,4,0.20,21,19,1,0,92,24.0
560,Filippo Costa,DF,SPAL,561,19,7,12,23,22,50,0,16.4,506,200,224,70,66.0,84.4,71.1,41.9,1,1.0,14,34,18,10,46,37,3,7,14.3,0.3,922,27,63.0,42,14,17,98,0,0.00,16,26,0,0,67,50.0
561,Jaume Costa,DF,Villarreal,562,67,33,43,30,46,97,0,28.2,1262,673,476,97,79.7,90.3,79.9,52.4,0,1.7,31,115,31,10,129,60,0,12,25.0,0.5,1876,39,69.2,77,19,14,107,0,0.00,54,37,1,0,122,45.8
562,Angelo da Costa Júnior,GK,Bologna,563,0,0,0,0,0,2,0,4.0,120,17,52,51,72.3,100.0,100.0,53.1,0,0.0,0,4,1,0,2,0,0,0,,0.0,177,0,,0,0,0,0,0,0.00,0,0,0,0,11,
563,Nuno da Costa,"FW,MF",Strasbourg,564,50,7,32,21,19,9,0,19.2,231,128,58,19,61.3,69.6,58.6,47.5,2,0.6,13,26,10,4,30,49,11,31,29.0,4.2,666,86,58.1,47,82,37,134,5,0.26,31,35,2,0,91,43.3
564,Benoît Costil,GK,Bordeaux,565,0,0,0,0,3,13,4,36.0,760,56,356,348,64.8,100.0,98.9,46.2,0,0.1,2,14,1,0,0,3,0,0,,0.0,1242,3,100.0,0,1,0,0,0,0.00,0,3,0,0,49,66.7
565,Kalifa Coulibaly,FW,Nantes,566,6,2,6,0,0,6,0,3.8,53,26,11,5,57.6,65.0,40.7,50.0,0,0.7,5,5,6,2,11,10,1,7,42.9,0.3,142,7,42.9,8,13,10,32,1,0.26,8,2,0,0,7,51.0
566,Lassana Coulibaly,MF,Angers,567,26,10,17,15,8,10,0,9.3,249,153,73,8,79.8,86.9,84.9,44.4,2,1.2,10,17,9,2,38,27,5,16,25.0,1.0,433,29,51.7,24,16,9,46,1,0.11,18,19,0,0,49,50.0
567,Thibaut Courtois,GK,Chelsea,568,0,0,0,0,0,8,1,35.0,903,105,514,279,75.1,99.1,99.0,49.5,0,0.0,0,14,0,0,0,4,0,0,,0.0,1250,0,,0,1,0,0,0,0.00,2,3,0,0,37,66.7
568,Philippe Coutinho,"MF,FW",Liverpool,569,17,3,14,10,10,5,1,12.3,566,246,231,73,74.7,85.7,80.2,54.5,6,4.7,40,99,44,7,145,92,16,54,31.5,3.5,902,60,65.0,69,19,26,94,7,0.57,5,21,0,0,60,12.5
569,Philippe Coutinho,"MF,FW",Barcelona,570,27,9,14,14,6,4,0,14.4,728,429,192,44,83.0,91.3,85.7,53.0,5,4.2,29,62,29,2,99,63,8,37,54.1,3.6,1054,77,59.7,72,41,36,136,8,0.56,12,32,0,0,70,45.5
570,Nicolas Cozza,"DF,MF",Montpellier,571,21,7,11,5,13,12,0,6.4,234,102,115,11,72.4,81.6,81.6,32.4,1,0.1,3,29,3,1,36,13,1,7,14.3,0.2,402,16,43.8,29,4,11,24,1,0.16,7,6,1,0,48,25.0
571,Alessio Cragno,GK,Cagliari,572,0,0,0,1,0,12,0,28.2,516,60,171,282,63.9,100.0,95.5,50.6,0,0.0,0,15,0,0,0,4,0,0,,0.0,875,0,,0,1,0,0,0,0.00,1,2,0,0,36,80.0
572,Martin Cranie,DF,Huddersfield,573,3,0,2,3,1,10,0,2.0,72,16,45,11,79.1,84.2,88.2,55.0,0,0.0,0,5,0,0,1,0,0,0,,0.0,111,1,100.0,0,2,0,0,0,0.00,0,0,0,0,9,50.0
