,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
2140,Salomón Rondón,FW,West Brom,2141,14,5,6,27,14,20,0,30.7,564,366,140,21,64.5,75.5,61.4,47.7,3,2.8,23,47,14,2,66,72,7,79,36.7,7.0,1287,76,61.8,45,127,107,201,7,0.23,42,55,0,0,135,43.9
2141,Valentin Rongier,MF,Nantes,2142,73,17,49,42,40,13,1,26.1,1166,564,430,92,86.2,88.7,91.1,74.2,2,2.1,28,111,19,2,155,87,6,28,21.4,1.9,1615,50,70.0,30,36,51,100,1,0.04,40,21,0,0,209,46.6
2142,Marten de Roon,MF,Atalanta,2143,77,29,50,40,46,36,0,28.6,1431,581,648,169,84.2,87.9,88.6,74.4,3,1.4,19,178,21,2,205,59,7,24,33.3,1.8,1971,13,84.6,31,26,17,33,2,0.07,59,20,0,0,198,52.7
2143,Wayne Rooney,"MF,FW",Everton,2144,28,10,19,25,16,43,2,25.2,934,398,348,150,75.3,84.0,84.9,57.0,2,2.2,33,117,26,6,122,65,8,39,28.2,3.8,1474,23,39.1,26,37,57,91,7,0.28,35,18,0,0,154,43.9
2144,Roberto Rosales,DF,Málaga,2145,104,50,69,37,58,104,1,34.7,1359,673,467,194,70.2,86.0,70.3,49.4,0,3.8,54,132,36,25,153,91,4,18,33.3,0.6,2315,34,52.9,47,44,24,113,1,0.03,47,22,1,0,245,51.0
2145,Danny Rose,DF,Tottenham,2146,15,8,11,12,9,15,0,8.9,401,163,187,43,75.0,83.2,78.9,53.8,1,0.6,10,36,17,5,56,31,5,7,14.3,0.6,645,29,37.9,36,14,8,77,0,0.00,12,24,0,0,45,61.5
2146,Liam Rosenior,DF,Brighton,2147,4,2,3,2,4,7,0,1.8,60,27,23,9,67.4,79.4,74.2,50.0,0,0.0,0,4,0,0,5,0,0,2,0.0,0.1,111,0,,1,0,0,2,0,0.00,1,0,0,0,5,66.7
2147,Aleandro Rosi,DF,Genoa,2148,24,5,17,24,20,61,1,18.9,564,312,214,31,69.2,84.3,67.9,34.4,1,1.1,7,51,4,3,55,17,2,14,21.4,1.1,1006,26,42.3,33,21,12,78,0,0.00,46,23,0,0,80,49.5
2148,Valentin Rosier,DF,Dijon,2149,73,26,54,43,58,124,0,30.9,1129,617,401,82,76.9,90.1,77.7,45.8,3,2.5,15,72,23,8,102,49,8,16,18.8,1.0,1840,62,77.4,78,43,52,121,0,0.00,62,20,0,2,180,53.1
2149,Luca Rossettini,DF,Genoa,2150,16,6,8,31,29,151,1,22.5,849,204,527,109,83.0,89.1,91.0,56.8,0,0.1,3,53,0,0,52,8,0,11,45.5,1.0,1274,2,0.0,7,4,0,6,0,0.00,23,8,0,0,92,53.8
2150,Francesco Rossi,GK,Atalanta,2151,0,0,0,0,0,0,0,0.1,3,0,2,1,100.0,,100.0,100.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,3,0,,0,0,0,0,0,0.00,0,0,0,0,0,
2151,Giuseppe Rossi,"FW,MF",Genoa,2152,1,0,1,2,1,1,0,2.9,88,45,27,10,80.7,88.2,79.4,83.3,0,0.3,1,3,7,0,11,9,0,12,16.7,2.1,141,5,40.0,4,10,7,21,1,0.35,3,5,0,0,5,0.0
2152,Jérôme Roussillon,DF,Montpellier,2153,40,15,27,26,15,52,0,20.9,762,425,259,58,75.1,88.2,77.3,47.5,3,3.8,27,49,22,14,80,64,9,20,35.0,1.7,1275,72,51.4,72,42,22,125,3,0.14,10,28,0,0,106,40.7
2153,Wayne Routledge,"MF,FW",Swansea City,2154,10,2,5,5,2,5,0,4.8,115,58,46,5,65.0,81.7,71.9,26.3,0,0.4,6,8,6,3,17,10,1,5,40.0,0.4,230,10,60.0,9,8,7,36,0,0.00,9,0,0,0,28,38.5
2154,Nolan Roux,"FW,MF",Metz,2155,24,7,17,32,25,22,0,31.5,541,288,197,44,67.0,75.6,65.2,62.9,1,1.9,26,61,17,3,81,57,5,81,51.9,8.2,1097,38,55.3,42,53,34,216,15,0.48,47,60,0,0,124,42.4
2155,Rubén,GK,La Coruña,2156,1,1,0,0,1,5,4,27.5,442,44,159,237,62.1,97.8,99.4,47.3,0,0.0,0,10,0,0,0,6,0,0,,0.0,765,0,,0,1,0,0,0,0.00,0,5,0,0,19,83.3
2156,Antonio Rüdiger,DF,Chelsea,2157,31,15,21,29,24,115,1,26.0,1540,618,734,151,88.8,95.2,91.6,66.8,1,0.4,3,114,2,0,121,18,4,15,26.7,1.7,1990,10,80.0,33,14,17,7,2,0.08,26,14,0,0,175,60.4
2157,Sebastian Rudy,MF,Bayern Munich,2158,50,28,40,11,18,7,1,16.8,944,383,439,113,87.2,91.4,91.1,75.3,4,1.4,20,112,12,0,121,45,8,19,31.6,0.9,1202,14,42.9,9,15,10,44,1,0.06,21,15,0,0,81,72.0
2158,Stéphane Ruffier,GK,Saint-Étienne,2159,0,0,0,0,0,14,1,34.6,782,78,379,325,68.5,98.7,99.2,48.0,0,0.0,0,4,0,0,0,1,0,0,,0.0,1229,0,,0,0,0,0,0,0.00,0,1,0,0,52,66.7
2159,Vincent Rüfli,"DF,FW",Dijon,2160,4,3,1,1,1,0,0,0.3,10,2,8,0,76.9,50.0,88.9,,0,0.0,0,1,0,0,1,1,0,0,,0.0,19,0,,1,0,0,1,0,0.00,3,0,0,0,1,0.0
2160,Daniele Rugani,DF,Juventus,2161,18,7,12,18,20,87,1,21.5,1371,442,799,110,90.7,95.7,93.3,66.7,1,0.6,3,39,0,0,39,11,3,9,33.3,1.0,1677,2,0.0,8,3,0,2,2,0.09,25,14,0,0,93,58.0
2161,Mário Rui,DF,Napoli,2162,55,30,39,30,14,43,1,23.2,1846,1186,488,76,84.8,94.8,82.2,43.7,2,2.9,28,121,24,6,137,57,6,7,28.6,0.3,2377,29,41.4,67,19,15,145,2,0.09,42,42,0,0,151,25.5
2162,Aitor Ruibal,MF,Betis,2163,0,0,0,0,0,0,0,0.1,4,4,0,0,100.0,100.0,,,0,0.0,0,0,0,0,0,0,0,0,,0.0,7,0,,0,2,1,3,0,0.00,1,0,0,0,3,0.0
2163,Fabián Ruiz Peña,MF,Betis,2164,83,26,53,35,42,36,1,29.5,1813,960,633,168,85.5,90.8,87.6,79.2,6,2.2,33,188,30,2,211,97,15,40,42.5,1.6,2465,91,75.8,68,58,49,106,3,0.10,27,35,0,0,254,59.5
2164,Víctor Ruiz,DF,Villarreal,2165,33,13,22,27,58,134,1,26.8,1218,472,569,160,85.2,94.4,91.0,58.8,1,0.1,3,61,4,1,57,14,1,5,40.0,0.8,1685,7,71.4,4,7,3,4,2,0.07,28,6,0,0,158,59.6
2165,Antonio Rukavina,DF,Villarreal,2166,25,17,22,11,16,68,0,14.1,489,236,197,44,77.9,87.1,79.8,51.2,0,0.6,8,27,8,5,36,15,1,2,0.0,0.1,765,3,33.3,12,8,0,43,0,0.00,18,3,0,0,59,45.0
2166,Gerónimo Rulli,GK,Real Sociedad,2167,2,2,1,0,0,10,2,26.0,847,113,446,284,76.0,99.1,97.2,53.3,0,0.0,1,4,0,0,0,3,1,0,,0.0,1177,0,,0,2,1,0,0,0.00,1,2,0,0,43,100.0
2167,Lukas Rupp,"MF,FW",Hoffenheim,2168,36,19,32,18,13,13,2,12.9,360,205,111,22,75.6,83.7,75.5,53.7,2,2.0,17,38,12,4,51,40,5,16,43.8,2.4,639,38,36.8,28,19,32,64,3,0.23,32,23,0,0,84,12.5
2168,Marco Russ,DF,Eint Frankfurt,2169,17,13,11,23,24,66,0,12.7,479,160,254,57,80.8,86.0,87.3,60.0,0,0.1,3,33,3,0,59,10,2,7,71.4,0.5,737,7,71.4,8,2,2,3,1,0.08,11,14,0,1,45,64.0
2169,Mathew Ryan,GK,Brighton,2170,0,0,0,0,3,10,3,38.0,625,20,178,427,52.7,100.0,99.4,43.8,0,0.0,0,24,0,0,0,3,0,0,,0.0,1267,0,,0,1,0,0,0,0.00,0,1,0,0,24,100.0
2170,Idriss Saadi,FW,Strasbourg,2171,6,2,5,3,5,1,0,10.5,136,81,34,8,64.5,76.4,57.6,44.4,0,0.5,7,8,10,4,15,16,1,33,27.3,3.7,320,21,33.3,12,35,15,65,4,0.38,10,5,0,0,28,26.5
2171,Youssouf Sabaly,DF,Bordeaux,2172,93,43,61,26,54,104,0,34.4,1661,955,496,114,78.9,89.4,77.1,58.8,5,3.7,36,129,43,25,170,71,10,10,20.0,0.6,2500,79,64.6,105,55,34,145,0,0.00,38,31,0,0,235,49.4
2172,Abdelhamid Sabiri,MF,Huddersfield,2173,5,1,4,4,1,2,0,2.4,66,40,17,4,66.0,69.0,68.0,44.4,1,0.1,3,9,2,0,13,8,1,5,0.0,0.3,133,4,25.0,2,6,1,8,0,0.00,4,4,0,0,8,53.8
2173,Marcel Sabitzer,"MF,FW",RB Leipzig,2174,38,23,28,23,24,21,1,19.9,674,374,207,57,71.2,82.0,71.1,47.5,5,3.3,34,78,29,9,112,71,11,62,37.1,3.8,1183,42,42.9,37,33,35,157,3,0.15,14,33,1,0,118,46.4
2174,Enric Saborit,DF,Athletic Club,2175,50,19,27,17,24,55,0,15.9,524,244,228,47,74.1,84.7,77.6,51.1,1,0.5,6,32,11,3,40,18,2,6,33.3,0.2,880,7,42.9,29,19,5,55,0,0.00,20,13,0,0,86,68.8
2175,Ihsan Sacko,"FW,MF",Nice,2176,1,0,1,1,2,1,0,2.9,67,42,22,2,77.0,85.7,91.7,40.0,1,0.6,2,3,1,0,5,4,1,0,,0.0,102,8,62.5,7,2,3,18,0,0.00,3,10,0,0,11,12.5
2176,Ihsan Sacko,"FW,MF",Strasbourg,2177,10,2,8,2,5,6,0,7.9,140,80,43,6,70.4,80.0,69.4,40.0,0,0.7,5,6,3,0,13,20,1,13,7.7,0.6,287,12,33.3,16,27,9,41,0,0.00,10,14,0,0,42,39.4
2177,Mujaid Sadick,DF,La Coruña,2178,4,2,2,3,1,4,0,1.2,38,14,22,1,92.7,100.0,91.7,50.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,52,0,,0,0,1,2,0,0.00,0,0,0,0,6,0.0
2178,Armando Sadiku,FW,Levante,2179,1,0,1,4,2,2,0,3.0,53,31,18,0,74.6,79.5,78.3,0.0,0,0.0,1,5,0,0,6,5,0,5,40.0,0.2,104,4,50.0,1,8,2,16,0,0.00,6,1,0,0,9,27.8
2179,Umar Sadiq,FW,Torino,2180,0,0,0,1,1,2,0,2.5,25,16,3,0,49.0,55.2,50.0,,0,0.0,0,0,0,0,0,3,0,3,0.0,0.9,82,8,50.0,5,17,9,24,0,0.00,11,9,0,0,7,27.3
2180,Bacary Sagna,DF,Benevento,2181,9,1,7,9,20,28,0,10.6,690,378,247,42,88.1,93.8,88.8,65.6,0,1.5,12,30,5,4,49,20,0,4,25.0,0.3,866,6,33.3,17,7,4,34,1,0.09,2,10,0,0,47,71.8
2181,Adrián Sahibeddine,"FW,MF",Dijon,2182,0,0,0,1,0,0,0,0.4,4,4,0,0,80.0,100.0,,,0,0.0,0,0,0,0,0,2,0,2,0.0,0.1,13,3,66.7,1,1,2,2,0,0.00,0,0,0,0,2,50.0
2182,Nuri Şahin,MF,Dortmund,2183,40,15,34,12,20,29,1,13.6,922,418,404,77,83.4,89.7,89.4,52.7,2,3.2,22,137,27,4,147,47,3,25,28.0,2.1,1236,12,41.7,19,5,11,25,2,0.15,21,20,0,0,72,59.3
2183,Wesley Saïd,"FW,MF",Dijon,2184,33,7,22,15,15,4,0,20.4,376,219,115,16,74.3,84.2,71.9,39.0,2,2.1,14,29,8,0,46,49,10,49,46.9,4.3,691,48,66.7,34,34,27,124,9,0.44,38,18,1,0,72,34.8
2184,Allan Saint-Maximin,"FW,MF",Nice,2185,18,12,14,12,11,10,0,25.0,674,381,232,44,73.4,82.1,74.8,58.7,7,4.9,46,24,38,10,85,95,14,39,41.0,3.9,1196,167,64.7,183,61,74,272,3,0.12,9,39,2,0,110,40.0
2185,Allan Saint-Maximin,MF,Monaco,2186,0,0,0,0,0,0,0,0.2,3,2,1,0,75.0,66.7,100.0,,0,0.3,1,0,1,1,0,2,0,0,,0.0,6,0,,1,0,1,1,0,0.00,0,1,0,0,1,0.0
2186,Henri Saivet,MF,Newcastle Utd,2187,5,2,3,0,4,8,1,0.9,15,9,4,1,57.7,90.0,44.4,20.0,0,0.0,0,1,0,0,1,1,0,1,100.0,0.1,42,0,,0,0,0,0,1,1.08,0,0,0,0,4,66.7
2187,Gōtoku Sakai,"DF,MF",Hamburger SV,2188,50,22,40,40,44,55,0,25.4,1036,460,434,128,75.7,83.2,79.3,60.7,0,0.7,13,116,21,7,151,40,1,18,27.8,0.7,1624,45,46.7,48,31,32,68,0,0.00,30,26,0,0,130,46.8
2188,Hiroki Sakai,DF,Marseille,2189,66,32,45,32,45,90,1,28.0,1248,760,323,46,80.0,91.3,75.1,41.4,3,1.4,14,44,15,3,112,42,2,3,33.3,0.1,1860,36,55.6,50,24,14,117,0,0.00,24,27,0,0,126,61.0
2189,Diafra Sakho,FW,West Ham,2190,5,0,2,3,1,2,0,3.4,44,30,9,5,60.3,83.3,50.0,55.6,0,0.1,1,3,2,0,6,5,1,9,33.3,1.4,125,6,33.3,4,18,12,22,2,0.59,4,6,1,0,8,38.1
2190,Diafra Sakho,FW,Rennes,2191,5,0,4,4,2,11,0,8.6,93,55,18,4,64.6,68.8,72.0,57.1,0,0.2,5,7,4,1,7,13,0,20,30.0,4.1,248,12,41.7,4,41,10,43,2,0.23,16,10,0,0,15,30.9
2191,Mamadou Sakho,DF,Crystal Palace,2192,21,9,14,19,30,101,3,17.8,632,271,305,41,84.9,90.0,90.0,54.7,2,1.1,2,22,1,0,43,5,3,3,33.3,1.2,939,8,75.0,4,12,4,3,1,0.06,3,9,0,0,140,52.7
2192,Bakary Sako,"FW,MF",Crystal Palace,2193,7,2,6,2,1,2,0,5.3,94,59,18,10,59.1,78.7,43.9,45.5,0,1.1,6,6,4,3,8,18,3,17,35.3,1.9,222,13,53.8,20,18,12,43,3,0.56,8,7,0,0,27,40.7
2193,Emiliano Sala,FW,Nantes,2194,19,5,11,27,9,50,0,33.7,519,319,103,19,61.3,68.8,56.0,57.6,4,2.7,35,37,18,3,67,79,4,90,24.4,12.3,1275,53,52.8,34,133,80,223,8,0.24,50,58,0,0,95,37.3
2194,Jacopo Sala,DF,Sampdoria,2195,17,4,10,9,8,28,2,11.0,632,298,256,64,84.4,92.8,88.0,59.3,0,0.2,4,50,9,2,62,15,0,3,0.0,0.1,829,7,71.4,24,12,9,29,0,0.00,12,15,0,0,69,46.7
2195,Mohamed Salah,FW,Liverpool,2196,12,3,6,10,5,5,0,32.3,772,441,234,44,73.2,81.5,74.8,48.9,10,7.5,62,42,43,3,97,161,33,142,45.1,22.6,1438,126,62.7,95,105,95,393,31,0.96,16,29,1,0,122,27.1
2196,Bartosz Salamon,DF,SPAL,2197,28,12,22,24,58,148,0,19.2,699,197,383,111,80.6,87.6,91.4,56.1,0,0.3,3,74,6,2,90,15,1,11,9.1,1.0,1142,5,100.0,28,4,4,5,0,0.00,23,16,0,1,114,70.8
2197,Carlos Salcedo,DF,Eint Frankfurt,2198,26,19,22,28,21,94,1,17.9,778,214,423,134,80.0,87.3,88.9,60.4,0,0.0,1,50,1,0,65,8,1,5,40.0,0.2,1154,4,25.0,6,5,3,7,0,0.00,27,13,0,0,77,63.8
2198,Eddie Salcedo,FW,Genoa,2199,0,0,0,0,0,0,0,0.4,6,4,2,0,85.7,80.0,100.0,,0,0.0,0,0,0,0,0,0,0,2,100.0,0.1,12,1,0.0,0,1,0,0,0,0.00,1,0,0,0,0,0.0
2199,Yannis Salibur,"FW,MF",Guingamp,2200,11,4,9,7,7,2,0,16.9,472,250,148,42,75.3,88.0,77.1,53.8,3,3.7,26,36,19,4,66,69,7,54,27.8,3.7,788,78,65.4,73,30,31,136,3,0.18,20,37,0,0,51,43.5
2200,Sejad Salihović,MF,Hamburger SV,2201,7,0,5,5,5,1,0,4.1,174,90,56,23,71.3,86.5,74.7,45.1,1,0.6,8,18,3,2,19,14,0,8,25.0,0.2,293,18,27.8,4,8,9,23,0,0.00,8,4,0,0,38,53.8
2201,Yoann Salmier,DF,Strasbourg,2202,15,5,13,11,26,62,1,12.3,457,122,254,74,84.6,93.8,89.8,64.3,1,0.1,2,13,3,0,29,2,0,4,0.0,0.4,659,8,87.5,6,3,1,2,0,0.00,13,7,0,0,45,52.4
2202,Mamadou Samassa,GK,Troyes,2203,0,0,0,0,0,12,3,21.0,363,17,148,195,54.7,100.0,98.7,39.9,0,0.0,1,7,0,0,1,2,0,0,,0.0,735,0,,0,3,0,0,0,0.00,0,4,0,0,16,100.0
2203,Brice Samba,GK,Caen,2204,0,0,0,0,0,2,0,3.5,67,2,26,39,65.0,100.0,96.3,52.7,0,0.0,0,4,0,0,0,0,0,0,,0.0,110,1,100.0,0,0,0,0,0,0.00,0,0,0,0,5,100.0
2204,Junior Sambia,MF,Montpellier,2205,21,6,12,16,20,18,0,17.1,629,329,202,75,77.6,89.9,75.1,59.1,4,3.4,34,52,14,4,76,79,7,38,42.1,1.9,1021,49,59.2,44,52,40,131,1,0.06,25,34,0,0,90,50.9
2205,Frédéric Sammaritano,"FW,MF",Dijon,2206,29,10,25,14,5,15,0,15.9,466,269,130,44,76.6,87.3,78.8,64.7,4,2.3,24,46,21,7,76,52,4,31,41.9,1.7,761,25,64.0,45,30,22,109,0,0.00,14,22,0,0,92,11.5
2206,Sergi Samper,MF,Las Palmas,2207,10,2,4,0,0,0,0,1.6,69,33,28,4,82.1,86.8,84.8,50.0,0,0.0,0,2,0,0,4,1,0,0,,0.0,96,4,75.0,3,3,1,1,0,0.00,2,2,0,0,11,100.0
2207,Jairo Samperio,"FW,MF",Las Palmas,2208,9,3,6,5,1,5,0,6.2,96,58,30,5,61.9,73.4,65.2,38.5,0,0.4,4,6,5,2,18,10,0,9,11.1,0.7,206,16,62.5,12,9,10,44,0,0.00,11,7,0,0,24,33.3
2208,Jairo Samperio,"MF,FW",Mainz 05,2209,1,1,1,0,0,0,0,0.4,4,3,1,0,57.1,60.0,100.0,,0,0.0,0,1,0,0,1,1,0,1,100.0,0.1,12,2,0.0,0,1,1,4,0,0.00,0,1,0,0,0,0.0
2209,Mario Sampirisi,DF,Crotone,2210,44,13,32,27,43,116,2,24.4,820,286,429,94,74.8,85.4,83.5,42.7,0,0.8,8,95,16,9,109,19,1,3,0.0,0.3,1335,12,58.3,24,13,5,33,0,0.00,22,10,0,0,139,57.1
2210,Mikel San José,MF,Athletic Club,2211,52,19,37,43,41,30,0,23.9,800,341,348,93,78.0,82.8,82.9,66.9,1,1.2,12,97,12,2,121,38,3,20,25.0,1.6,1259,32,62.5,16,22,20,36,1,0.04,39,8,0,2,151,53.6
2211,Antonio Sanabria,FW,Betis,2212,8,0,8,5,4,6,0,9.5,126,74,32,6,72.4,79.6,64.0,85.7,0,0.1,4,5,0,0,7,11,3,24,50.0,5.1,264,11,54.5,11,28,8,51,8,0.84,12,15,0,0,20,39.0
2212,Renato Sanches,MF,Swansea City,2213,12,6,7,9,7,5,1,7.8,330,162,123,28,78.6,89.0,78.3,50.9,0,0.3,6,33,3,1,45,17,1,12,0.0,0.5,507,40,62.5,32,11,25,33,0,0.00,8,20,0,0,50,14.3
2213,Alexis Sánchez,"MF,FW",Arsenal,2214,20,7,9,5,6,1,0,16.7,643,331,206,75,69.4,80.7,68.2,57.7,3,4.9,50,56,74,3,149,122,14,68,35.3,7.3,1145,60,66.7,50,64,48,218,6,0.36,21,44,0,0,48,36.8
2214,Alexis Sánchez,"FW,MF",Manchester Utd,2215,21,4,17,8,17,0,0,11.6,451,241,126,37,70.8,86.4,68.9,53.6,3,2.4,26,52,30,4,70,49,9,18,33.3,1.8,760,60,73.3,29,32,35,102,2,0.17,10,31,1,0,61,25.0
2215,Carlos Sánchez,"MF,DF",Fiorentina,2216,7,4,6,3,8,10,0,4.1,210,87,97,21,83.3,90.6,87.4,60.0,0,0.0,0,13,0,0,21,2,0,5,40.0,0.8,297,1,100.0,2,5,6,2,1,0.24,6,1,0,0,33,26.7
2216,Carlos Sánchez,MF,Espanyol,2217,25,9,12,13,18,24,2,12.5,478,209,197,63,81.8,83.9,88.3,74.1,0,0.3,3,44,4,0,36,16,0,4,0.0,0.1,686,10,90.0,2,12,14,3,0,0.00,24,14,0,0,87,70.3
2217,Davinson Sánchez,DF,Tottenham,2218,38,18,24,26,38,162,0,28.2,1677,466,962,241,89.2,93.0,94.7,71.9,0,0.1,4,59,2,0,82,12,0,9,11.1,0.5,2172,9,100.0,8,8,3,2,0,0.00,25,18,0,1,164,54.5
2218,Sergio Sánchez,DF,Espanyol,2219,4,3,3,1,3,3,0,1.1,28,9,14,4,68.3,75.0,93.3,40.0,0,0.0,0,2,0,0,3,2,0,1,0.0,0.1,54,0,,1,1,0,3,0,0.00,2,0,0,0,2,100.0
2219,Víctor Sánchez,"MF,DF",Espanyol,2220,106,49,72,38,79,73,1,27.3,1007,558,331,83,71.7,87.6,74.4,34.6,2,0.5,5,93,15,6,101,24,3,13,7.7,0.5,1747,19,57.9,21,29,20,61,0,0.00,72,50,0,0,145,66.2
2220,Jadon Sancho,FW,Dortmund,2221,5,2,5,8,5,2,0,7.7,306,186,90,16,81.8,87.7,81.8,59.3,4,2.9,19,12,13,0,31,42,6,10,40.0,1.9,458,45,37.8,40,16,11,94,1,0.13,1,9,0,0,36,45.5
2221,Sandro,MF,Benevento,2222,29,12,21,23,18,43,1,12.8,627,305,259,35,88.4,91.3,90.6,70.0,0,0.3,5,34,4,0,49,19,1,15,26.7,0.7,851,11,100.0,3,11,4,10,1,0.08,25,14,0,0,70,48.3
2222,Alex Sandro,DF,Juventus,2223,57,20,31,21,30,45,0,23.5,1417,609,600,171,83.4,89.8,86.6,72.5,3,2.8,27,115,43,22,136,68,10,18,38.9,1.6,1954,71,74.6,93,32,24,168,4,0.17,51,29,0,0,144,61.3
2223,Arona Sané,"MF,FW",Atlético Madrid,2224,1,0,0,1,0,0,0,0.7,10,6,3,0,66.7,66.7,60.0,,0,0.0,0,1,0,0,2,1,0,1,100.0,0.0,21,2,0.0,1,0,3,10,0,0.00,1,1,0,0,0,66.7
2224,Lamine Sané,DF,Werder Bremen,2225,19,8,14,8,20,49,1,8.7,324,76,188,56,82.0,76.0,88.3,75.7,0,0.0,0,25,0,0,31,2,0,4,25.0,0.3,495,2,100.0,2,5,3,1,1,0.11,6,9,0,0,36,57.8
2225,Leroy Sané,FW,Manchester City,2226,27,8,21,22,13,6,0,26.9,957,588,256,36,79.2,86.3,80.8,45.6,15,6.8,57,27,41,6,68,124,28,57,33.3,5.8,1504,132,64.4,102,81,64,416,10,0.37,24,27,0,0,122,53.6
2226,Salif Sané,DF,Hannover 96,2227,57,40,43,49,57,238,6,32.0,1459,414,799,227,80.5,85.2,89.0,60.7,1,0.6,10,98,7,1,138,39,3,28,35.7,1.9,2258,18,83.3,33,26,13,13,4,0.13,35,36,0,0,217,80.9
2227,Ibrahim Sangaré,MF,Toulouse,2228,72,29,47,33,24,19,1,17.6,609,253,239,95,73.5,82.4,77.1,58.3,2,1.4,19,98,8,1,126,49,5,20,25.0,1.0,1040,36,80.6,34,24,25,23,1,0.06,39,22,0,0,145,52.8
2228,Younousse Sankharé,MF,Bordeaux,2229,33,4,23,15,21,7,0,20.9,752,418,246,41,84.1,90.3,85.4,63.1,1,1.6,20,68,10,2,115,55,2,39,35.9,5.5,1064,34,61.8,39,21,22,43,7,0.33,34,35,0,0,115,50.9
2229,Baissama Sankoh,"MF,DF",Caen,2230,27,8,19,20,25,64,1,17.1,423,174,205,24,78.2,81.3,85.4,55.8,0,1.2,8,30,4,1,52,15,1,3,33.3,0.1,729,19,57.9,16,28,18,19,0,0.00,27,29,0,0,120,48.5
2230,Siriki Sanogo,MF,Benevento,2231,1,0,1,0,1,1,0,0.4,14,6,8,0,77.8,75.0,100.0,0.0,0,0.0,0,0,0,0,1,0,0,1,0.0,0.0,24,2,50.0,1,1,0,1,0,0.00,2,0,0,0,1,100.0
2231,Yaya Sanogo,FW,Toulouse,2232,11,3,6,6,6,14,1,16.8,179,109,54,9,55.9,63.4,56.8,56.3,0,0.4,12,23,7,0,33,38,5,49,44.9,7.7,502,27,51.9,10,54,31,96,6,0.36,53,41,2,0,44,50.6
2232,Morgan Sanson,MF,Marseille,2233,64,21,40,30,25,5,1,24.1,831,448,221,65,77.1,87.2,74.9,57.0,2,3.6,37,69,26,10,94,80,9,53,45.3,5.7,1390,72,63.9,93,72,61,195,9,0.37,46,60,0,0,134,36.2
2233,Nicola Sansone,"FW,MF",Villarreal,2234,8,2,4,1,1,2,0,7.1,177,112,44,12,74.1,83.0,73.3,66.7,1,1.3,13,14,7,1,17,23,3,14,42.9,2.1,305,16,62.5,22,19,14,75,4,0.57,3,12,1,0,31,12.5
2234,Baptiste Santamaria,MF,Angers,2235,59,23,40,39,43,48,2,28.8,929,456,343,110,78.0,84.9,80.9,62.5,0,0.8,17,107,7,2,134,45,2,18,5.6,0.6,1453,25,88.0,29,26,26,15,0,0.00,48,50,0,0,179,55.8
2235,Ivan Santini,FW,Caen,2236,19,4,12,13,4,33,0,30.9,452,269,124,17,63.0,67.3,65.6,63.0,1,1.4,24,29,4,0,45,67,4,82,36.6,10.3,1035,18,72.2,10,99,59,203,6,0.19,79,53,2,0,70,40.4
2236,Davide Santon,DF,Inter,2237,19,9,14,10,20,32,2,9.3,439,221,164,47,80.0,92.5,77.4,62.7,0,0.1,2,26,2,1,32,10,1,7,28.6,0.2,663,19,68.4,30,6,6,33,0,0.00,11,8,0,0,59,70.3
2237,Christian Santos,FW,Alavés,2238,2,0,0,2,2,9,0,4.8,89,59,21,2,65.0,69.4,58.3,66.7,0,0.0,2,8,0,0,6,5,0,7,71.4,0.9,182,0,,0,17,3,16,2,0.41,17,0,0,0,13,48.5
2238,Douglas Santos,DF,Hamburger SV,2239,90,50,60,63,56,96,1,26.4,1040,456,426,134,69.4,83.5,70.8,49.6,1,1.9,22,114,32,16,129,54,2,22,31.8,1.0,1871,78,52.6,80,24,21,94,1,0.04,39,19,0,0,156,47.3
2239,Samir Santos,DF,Udinese,2240,55,19,38,33,75,161,1,28.5,1120,372,617,117,81.8,87.7,90.7,51.5,0,0.1,4,72,5,2,108,20,3,7,28.6,0.6,1741,25,56.0,28,14,13,23,2,0.07,38,40,0,2,130,59.2
2240,Antonio Santurro,GK,Bologna,2241,0,0,0,0,0,1,0,1.0,24,1,5,18,51.1,100.0,100.0,45.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,51,0,,0,0,0,0,0,0.00,0,0,0,0,3,50.0
2241,Riccardo Saponara,"MF,FW",Fiorentina,2242,12,2,8,3,1,5,0,10.0,347,179,114,36,78.2,87.7,80.3,63.2,4,4.1,36,49,20,1,85,63,4,21,28.6,1.0,534,25,68.0,39,22,15,64,0,0.00,15,21,0,0,63,64.3
2242,Pablo Sarabia,"FW,MF",Sevilla,2243,27,11,19,39,30,34,1,26.6,865,510,256,55,73.4,86.6,74.6,41.0,5,6.5,46,68,55,12,136,98,13,56,44.6,6.5,1489,45,46.7,91,59,45,229,5,0.19,46,41,0,0,133,30.0
2243,Yusuf Sari,FW,Marseille,2244,0,0,0,0,0,0,0,0.0,0,0,0,0,,,,,0,0.0,0,0,0,0,0,0,0,0,,0.0,0,0,,0,0,0,0,0,0.00,0,0,0,0,0,
