,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
473,456,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,25,1992,24.7,0,13,6,46.2,0.53,0.24,0.00,0.00,20.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
474,457,Casemiro,br BRA,MF,Real Madrid,es La Liga,25,1992,28.8,5,32,12,37.5,1.11,0.42,0.16,0.42,23.2,2,0,0,3.3,3.3,0.10,+1.7,+1.7,Matches
475,458,Kiko Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
476,459,Francesco Cassata,it ITA,MF,Sassuolo,it Serie A,20,1997,5.1,1,4,1,25.0,0.79,0.20,0.25,1.00,28.4,1,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
477,460,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,21,1995,16.7,0,9,4,44.4,0.54,0.24,0.00,0.00,16.0,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
478,461,Leandro Castán,br BRA,DF,Cagliari,it Serie A,30,1986,12.7,0,1,0,0.0,0.08,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
479,462,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
480,463,Dani Castellano,es ESP,DF,Las Palmas,es La Liga,29,1987,22.5,0,4,0,0.0,0.18,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
481,464,Javi Castellano,es ESP,MF,Las Palmas,es La Liga,29,1987,17.4,0,4,2,50.0,0.23,0.11,0.00,0.00,30.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
482,465,Samu Castillejo,es ESP,"MF,FW",Villarreal,es La Liga,22,1995,23.0,6,57,19,33.3,2.47,0.82,0.11,0.32,20.6,2,0,0,4.5,4.5,0.08,+1.5,+1.5,Matches
483,466,Chory Castro,uy URU,"MF,FW",Málaga,es La Liga,32,1984,22.9,4,31,8,25.8,1.35,0.35,0.10,0.38,19.4,2,1,1,3.4,2.4,0.08,+0.6,+0.6,Matches
484,467,Gonzalo Castro,de GER,MF,Dortmund,de Bundesliga,30,1987,13.4,0,11,2,18.2,0.82,0.15,0.00,0.00,23.1,1,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
485,468,Jonny Castro,es ESP,DF,Celta Vigo,es La Liga,23,1994,35.6,2,15,4,26.7,0.42,0.11,0.13,0.50,20.0,0,0,0,1.8,1.8,0.12,+0.2,+0.2,Matches
486,469,Lucas Castro,ar ARG,MF,Chievo,it Serie A,28,1989,22.1,3,39,15,38.5,1.77,0.68,0.08,0.20,16.4,0,0,0,3.4,3.4,0.09,-0.4,-0.4,Matches
487,470,Rubén Castro,es ESP,FW,Betis,es La Liga,36,1981,4.0,1,8,4,50.0,2.01,1.00,0.00,0.00,17.7,0,1,1,1.8,1.1,0.14,-0.8,-1.1,Matches
488,471,Danilo Cataldi,it ITA,MF,Benevento,it Serie A,22,1994,25.4,1,36,6,16.7,1.42,0.24,0.03,0.17,25.3,5,0,0,1.5,1.5,0.04,-0.5,-0.5,Matches
489,472,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,28,1989,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
490,473,Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,30,1987,28.7,28,100,48,48.0,3.49,1.67,0.25,0.52,15.1,5,3,5,23.4,19.8,0.20,+4.6,+5.2,Matches
491,474,Marijan Ćavar,ba BIH,MF,Eint Frankfurt,de Bundesliga,19,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
492,475,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,20,1996,4.5,2,7,4,57.1,1.57,0.90,0.29,0.50,21.6,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Matches
493,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
494,476,Federico Ceccherini,it ITA,DF,Crotone,it Serie A,25,1992,35.9,1,16,4,25.0,0.45,0.11,0.06,0.25,15.5,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
495,477,Emanuel Cecchini,ar ARG,"MF,DF",Málaga,es La Liga,20,1996,0.3,0,1,0,0.0,3.00,0.00,0.00,,34.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
496,478,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,35,1982,33.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
497,479,Ricardo Centurión,ar ARG,"MF,FW",Genoa,it Serie A,24,1993,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
498,480,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,27,1989,24.7,3,10,5,50.0,0.40,0.20,0.30,0.60,9.7,0,0,0,1.1,1.1,0.11,+1.9,+1.9,Matches
499,481,Fabio Ceravolo,it ITA,FW,Benevento,it Serie A,30,1987,0.6,0,1,0,0.0,1.58,0.00,0.00,,11.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
500,482,Alessio Cerci,it ITA,FW,Hellas Verona,it Serie A,30,1987,18.2,3,41,12,29.3,2.26,0.66,0.05,0.17,20.0,4,1,1,3.3,2.5,0.06,-0.3,-0.5,Matches
501,483,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,35,1982,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
502,484,Damir Ceter,co COL,FW,Cagliari,it Serie A,19,1997,2.2,0,1,0,0.0,0.45,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
503,485,Nacer Chadli,be BEL,"FW,MF",West Brom,eng Premier League,27,1989,2.9,1,4,2,50.0,1.38,0.69,0.25,0.50,27.1,2,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
504,486,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,30,1986,17.9,0,5,1,20.0,0.28,0.06,0.00,0.00,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
505,487,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,22,1994,5.0,0,12,4,33.3,2.42,0.81,0.00,0.00,22.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
506,488,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,22,1995,9.6,0,10,3,30.0,1.04,0.31,0.00,0.00,13.8,0,0,0,1.4,1.4,0.14,-1.4,-1.4,Matches
507,489,Nereo Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
508,490,Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,de Bundesliga,27,1990,21.0,2,24,7,29.2,1.14,0.33,0.08,0.29,16.2,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
509,491,Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,fr Ligue 1,23,1994,23.7,11,66,27,40.9,2.78,1.14,0.17,0.41,19.8,6,0,0,6.6,6.6,0.10,+4.4,+4.4,Matches
510,492,Charles,br BRA,FW,Eibar,es La Liga,33,1984,17.6,8,44,15,34.1,2.50,0.85,0.16,0.47,14.5,0,1,1,8.1,7.3,0.17,-0.1,-0.3,Matches
511,493,Charly Charrier,fr FRA,"MF,FW",Amiens,fr Ligue 1,31,1986,1.2,0,2,0,0.0,1.71,0.00,0.00,,8.8,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
512,494,Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
513,495,Chema,es ESP,DF,Levante,es La Liga,25,1992,22.4,1,7,3,42.9,0.31,0.13,0.14,0.33,14.3,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
514,496,Denis Cheryshev,ru RUS,"MF,FW",Villarreal,es La Liga,26,1990,10.3,2,29,9,31.0,2.82,0.87,0.07,0.22,18.1,0,0,0,5.1,5.1,0.17,-3.1,-3.1,Matches
515,497,Raman Chibsah,gh GHA,MF,Benevento,it Serie A,24,1993,11.6,0,7,3,42.9,0.60,0.26,0.00,0.00,16.6,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
516,498,Leandro Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
517,499,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,32,1984,24.0,0,10,2,20.0,0.42,0.08,0.00,0.00,14.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
518,500,Federico Chiesa,it ITA,"FW,MF",Fiorentina,it Serie A,19,1997,33.5,6,109,30,27.5,3.26,0.90,0.06,0.20,19.7,0,0,0,7.0,7.0,0.06,-1.0,-1.0,Matches
519,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
520,501,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,20,1996,20.6,0,6,1,16.7,0.29,0.05,0.00,0.00,24.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
521,502,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,27,1989,6.5,0,3,0,0.0,0.46,0.00,0.00,,24.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
522,503,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,eng Premier League,19,1997,4.2,0,2,0,0.0,0.48,0.00,0.00,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
523,504,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,21,1996,23.2,0,12,1,8.3,0.52,0.04,0.00,0.00,10.9,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
524,505,Chuca,es ESP,MF,Villarreal,es La Liga,20,1997,1.0,0,3,0,0.0,3.07,0.00,0.00,,27.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
525,506,Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,eng Premier League,29,1988,1.5,0,1,0,0.0,0.67,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
526,507,Amato Ciciretti,it ITA,"MF,FW",Benevento,it Serie A,23,1993,9.0,2,35,12,34.3,3.90,1.34,0.06,0.17,22.1,7,0,0,1.6,1.6,0.04,+0.4,+0.4,Matches
527,508,Cifu,es ESP,DF,Málaga,es La Liga,26,1990,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,509,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,31,1986,22.5,2,22,5,22.7,0.98,0.22,0.09,0.40,31.5,5,0,1,1.6,0.8,0.03,+0.4,+1.2,Matches
529,510,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,24.3,0,6,2,33.3,0.25,0.08,0.00,0.00,32.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
530,511,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
531,512,Thiago Cionek,pl POL,DF,SPAL,it Serie A,31,1986,15.0,1,8,4,50.0,0.53,0.27,0.13,0.25,15.1,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
532,513,Saliou Ciss,sn SEN,"DF,MF",Angers,fr Ligue 1,27,1989,1.6,0,1,1,100.0,0.62,0.62,0.00,0.00,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
533,514,Karamoko Cissé,gn GUI,"FW,MF",Benevento,it Serie A,28,1988,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
534,515,Issa Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,18.1,0,4,0,0.0,0.22,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
535,516,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27,1989,19.4,2,11,3,27.3,0.57,0.15,0.18,0.67,8.7,0,0,0,1.7,1.7,0.16,+0.3,+0.3,Matches
536,517,Christian Clemens,de GER,"MF,FW",Köln,de Bundesliga,25,1991,7.2,1,17,4,23.5,2.37,0.56,0.06,0.25,21.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
537,518,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,21.1,1,15,3,20.0,0.71,0.14,0.07,0.33,21.5,1,0,1,1.9,1.1,0.07,-0.9,-0.1,Matches
538,519,Sam Clucas,eng ENG,MF,Swansea City,eng Premier League,26,1990,22.7,3,20,7,35.0,0.88,0.31,0.15,0.43,17.5,0,0,0,2.6,2.6,0.14,+0.4,+0.4,Matches
539,520,Nathaniel Clyne,eng ENG,"DF,FW",Liverpool,eng Premier League,26,1991,1.9,0,2,1,50.0,1.03,0.52,0.00,0.00,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
540,521,Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,21,1996,17.6,2,28,10,35.7,1.59,0.57,0.07,0.20,19.5,0,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
541,522,Massimo Coda,it ITA,FW,Benevento,it Serie A,28,1988,15.7,4,59,19,32.2,3.75,1.21,0.05,0.16,17.8,2,1,1,5.6,4.8,0.08,-1.6,-1.8,Matches
542,523,Isaac Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,6.6,0,5,0,0.0,0.76,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
543,524,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,36.6,1,37,7,18.9,1.01,0.19,0.03,0.14,25.8,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches
544,525,Coke,es ESP,DF,Levante,es La Liga,30,1987,15.4,3,11,5,45.5,0.72,0.33,0.27,0.60,17.2,0,0,0,1.9,1.9,0.17,+1.1,+1.1,Matches
545,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
546,526,Coke,es ESP,MF,Schalke 04,de Bundesliga,30,1987,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,527,Emre Çolak,tr TUR,MF,La Coruña,es La Liga,26,1991,16.1,1,17,8,47.1,1.06,0.50,0.06,0.13,22.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
548,528,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,11.5,0,5,2,40.0,0.43,0.17,0.00,0.00,9.7,0,0,0,1.0,1.0,0.21,-1.0,-1.0,Matches
549,529,James Collins,wls WAL,DF,West Ham,eng Premier League,33,1983,11.7,1,4,1,25.0,0.34,0.09,0.25,1.00,9.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
550,530,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,21,1995,6.9,0,2,0,0.0,0.29,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
551,531,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,21,1996,12.8,3,29,15,51.7,2.26,1.17,0.10,0.20,17.5,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
552,532,Marvin Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
553,533,Alois Confais,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,1996,6.8,0,2,1,50.0,0.29,0.15,0.00,0.00,19.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
554,534,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,29.3,1,11,2,18.2,0.38,0.07,0.09,0.50,10.1,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
555,535,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,36.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
556,536,Diego Contento,de GER,"DF,MF",Bordeaux,fr Ligue 1,27,1990,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
557,537,Andrea Conti,it ITA,DF,Milan,it Serie A,23,1994,1.7,0,1,0,0.0,0.57,0.00,0.00,,12.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
558,538,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,24.9,0,18,2,11.1,0.72,0.08,0.00,0.00,27.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
559,539,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,30.7,2,22,6,27.3,0.72,0.20,0.09,0.33,12.5,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
560,540,Duje Čop,hr CRO,"FW,MF",Cagliari,it Serie A,27,1990,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
561,541,Francis Coquelin,fr FRA,"MF,DF",Arsenal,eng Premier League,26,1991,1.9,0,1,0,0.0,0.53,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
562,542,Francis Coquelin,fr FRA,"MF,DF",Valencia,es La Liga,26,1991,7.3,1,4,3,75.0,0.55,0.41,0.25,0.33,16.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
563,543,Sébastien Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,9.1,0,5,3,60.0,0.55,0.33,0.00,0.00,15.0,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
564,544,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
565,545,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,20,1997,16.2,1,18,4,22.2,1.11,0.25,0.06,0.25,20.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
566,546,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,24,1993,10.6,0,34,7,20.6,3.20,0.66,0.00,0.00,14.0,0,0,0,4.0,4.0,0.12,-4.0,-4.0,Matches
567,547,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,19,1997,6.5,2,14,6,42.9,2.15,0.92,0.14,0.33,18.2,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
568,548,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27,1990,10.2,0,1,0,0.0,0.10,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
569,549,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,30,1987,15.3,0,27,7,25.9,1.77,0.46,0.00,0.00,17.5,0,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches
570,550,Jack Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38.0,2,15,5,33.3,0.39,0.13,0.13,0.40,17.6,0,0,0,2.2,2.2,0.15,-0.2,-0.2,Matches
571,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
572,551,Andreas Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,10.4,3,32,11,34.4,3.08,1.06,0.09,0.27,12.4,0,0,0,3.8,3.8,0.15,-0.8,-0.8,Matches
573,552,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,20,1996,14.1,4,31,12,38.7,2.19,0.85,0.13,0.33,16.9,1,0,0,3.1,3.0,0.10,+0.9,+1.0,Matches
574,553,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,23,1994,5.0,1,7,4,57.1,1.41,0.80,0.14,0.25,18.0,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
575,554,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22,1995,25.0,8,47,26,55.3,1.88,1.04,0.17,0.31,18.2,0,0,0,5.9,5.9,0.13,+2.1,+2.1,Matches
576,555,Joaquín Correa,ar ARG,FW,Sevilla,es La Liga,22,1994,13.3,1,24,5,20.8,1.81,0.38,0.04,0.20,14.2,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches
577,556,Andrea Cossu,it ITA,"MF,FW",Cagliari,it Serie A,37,1980,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
578,557,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,15.3,0,9,0,0.0,0.59,0.00,0.00,,8.8,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches
579,558,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,24,1993,13.4,1,9,2,22.2,0.67,0.15,0.11,0.50,11.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
580,559,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.6,3,25,10,40.0,2.16,0.86,0.12,0.30,14.9,0,0,0,3.6,3.6,0.14,-0.6,-0.6,Matches
581,560,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,26,1990,19.9,4,36,15,41.7,1.81,0.75,0.11,0.27,19.7,2,0,0,3.0,3.0,0.08,+1.0,+1.0,Matches
582,561,Filippo Costa,it ITA,DF,SPAL,it Serie A,22,1995,16.4,0,7,1,14.3,0.43,0.06,0.00,0.00,19.0,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
583,562,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,28.2,0,12,3,25.0,0.43,0.11,0.00,0.00,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
584,563,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
585,564,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,26,1991,19.2,5,31,9,29.0,1.62,0.47,0.16,0.56,14.3,0,0,0,4.2,4.2,0.13,+0.8,+0.8,Matches
586,565,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
587,566,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,1,7,3,42.9,1.85,0.79,0.14,0.33,19.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
588,567,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,1,16,4,25.0,1.72,0.43,0.06,0.25,18.1,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
589,568,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
590,569,Philippe Coutinho,br BRA,"MF,FW",Liverpool,eng Premier League,25,1992,12.3,7,54,17,31.5,4.38,1.38,0.13,0.41,24.0,10,0,0,3.5,3.5,0.07,+3.5,+3.5,Matches
591,570,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,25,1992,14.4,8,37,20,54.1,2.57,1.39,0.22,0.40,21.2,0,0,0,3.6,3.6,0.10,+4.4,+4.4,Matches
592,571,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,fr Ligue 1,18,1999,6.4,1,7,1,14.3,1.09,0.16,0.14,1.00,22.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
593,572,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
594,573,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
595,574,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
596,575,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,1,21,6,28.6,0.62,0.18,0.05,0.17,28.7,8,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
597,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
598,576,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,6.2,0,1,1,100.0,0.16,0.16,0.00,0.00,45.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
599,577,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,22,1995,31.4,9,78,21,26.9,2.49,0.67,0.12,0.43,16.0,0,0,1,8.2,7.5,0.10,+0.8,+1.5,Matches
600,578,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,0,2,0,0.0,0.67,0.00,0.00,,26.3,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
601,579,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,1,13,3,23.1,1.14,0.26,0.08,0.33,11.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches
602,580,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,2,8,3,37.5,0.99,0.37,0.25,0.67,13.0,0,0,0,1.6,1.6,0.20,+0.4,+0.4,Matches
603,581,Giovanni Crociata,it ITA,"MF,FW",Crotone,it Serie A,19,1997,3.2,1,9,3,33.3,2.79,0.93,0.11,0.33,20.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
604,582,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
605,583,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,5,23,9,39.1,1.32,0.52,0.22,0.56,13.3,0,0,0,4.2,4.2,0.18,+0.8,+0.8,Matches
