,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
14824,Fortuna Sittard,Zian Flemming,23.0,Attacking Midfield,Millwall,€2.50m,out,summer,2.5,Eredivisie,2022,2022/2023
14825,Fortuna Sittard,Martin Angha,28.0,Centre-Back,Al-Adalah FC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14826,Fortuna Sittard,Lisandro Semedo,26.0,Right Winger,Radomiak,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14827,Fortuna Sittard,Charlison Benschop,32.0,Centre-Forward,De Graafschap,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14828,Fortuna Sittard,Toshio Lake,21.0,Centre-Forward,TOP Oss,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14829,Fortuna Sittard,Arian Kastrati,21.0,Centre-Forward,Farense,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14830,Fortuna Sittard,Ruben van Kouwen,21.0,Goalkeeper,GVVV,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14831,Fortuna Sittard,Andreas Samaris,33.0,Defensive Midfield,Rio Ave FC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14862,Go Ahead Eagles,Luuk Brouwers,24.0,Defensive Midfield,FC Utrecht,€750Th.,out,summer,0.75,Eredivisie,2022,2022/2023
14863,Go Ahead Eagles,Quiermo Dumay,21.0,Central Midfield,GVVV,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14864,Go Ahead Eagles,Andries Noppert,28.0,Goalkeeper,Heerenveen,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14865,Go Ahead Eagles,Boyd Lucassen,24.0,Right-Back,NAC Breda,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14866,Go Ahead Eagles,Sam Crowther,22.0,Centre-Forward,Vict. Rosport,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14893,FC Groningen,Jörgen Strand Larsen,22.0,Centre-Forward,Celta de Vigo,€11.00m,out,summer,11.0,Eredivisie,2022,2022/2023
14894,FC Groningen,Bjorn Meijer,19.0,Left-Back,Club Brugge,€6.00m,out,summer,6.0,Eredivisie,2022,2022/2023
14895,FC Groningen,Mohammed El Hankouri,25.0,Right Winger,1.FC Magdeburg,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14896,FC Groningen,Bart van Hintum,35.0,Left-Back,PEC Zwolle,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14897,FC Groningen,Michael de Leeuw,35.0,Centre-Forward,Willem II,€40Th.,out,summer,0.04,Eredivisie,2022,2022/2023
14911,SC Heerenveen,Erwin Mulder,33.0,Goalkeeper,Go Ahead Eagles,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14912,SC Heerenveen,Stanislav Shopov,20.0,Attacking Midfield,CSKA-Sofia,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14913,SC Heerenveen,Siem de Jong,33.0,Attacking Midfield,De Graafschap,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14914,SC Heerenveen,Hamdi Akujobi,22.0,Right-Back,Almere City,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14915,SC Heerenveen,Jan Ras,23.0,Central Midfield,SV Urk,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14916,SC Heerenveen,Nick Bakker,29.0,Centre-Back,Al-Arabi,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14917,SC Heerenveen,Lucas Woudenberg,28.0,Left-Back,Willem II,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14918,SC Heerenveen,Arjen van der Heide,20.0,Left Winger,Roda JC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14919,SC Heerenveen,Ibrahim Dresevic,25.0,Centre-Back,Karagümrük,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14937,NEC Nijmegen,Thomas Beekman,22.0,Attacking Midfield,TOP Oss,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14938,NEC Nijmegen,Jonathan Okita,25.0,Left Midfield,FC Zürich,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14939,NEC Nijmegen,Cas Odenthal,21.0,Centre-Back,Como,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14940,NEC Nijmegen,Kevin Bukusu,21.0,Centre-Back,Wolfsberger AC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14941,NEC Nijmegen,Danny Vukovic,37.0,Goalkeeper,Central Coast,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14942,NEC Nijmegen,Javier Vet,28.0,Defensive Midfield,NAC Breda,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14967,PSV Eindhoven,Ritsu Doan,24.0,Right Winger,SC Freiburg,€8.50m,out,summer,8.5,Eredivisie,2022,2022/2023
14968,PSV Eindhoven,Mario Götze,30.0,Attacking Midfield,E. Frankfurt,€4.00m,out,summer,4.0,Eredivisie,2022,2022/2023
14969,PSV Eindhoven,Michal Sadilek,23.0,Defensive Midfield,Twente FC,€1.50m,out,summer,1.5,Eredivisie,2022,2022/2023
14970,PSV Eindhoven,Eran Zahavi,34.0,Centre-Forward,M. Tel Aviv,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14971,PSV Eindhoven,Vincent Müller,21.0,Goalkeeper,MSV Duisburg,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14988,RKC Waalwijk,Ahmed Touba,24.0,Centre-Back,Basaksehir,€2.00m,out,summer,2.0,Eredivisie,2022,2022/2023
14989,RKC Waalwijk,Melle Meulensteen,22.0,Centre-Back,Vitesse,€1.00m,out,summer,1.0,Eredivisie,2022,2022/2023
14990,RKC Waalwijk,Issam El Maach,22.0,Goalkeeper,Twente FC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14991,RKC Waalwijk,Richard van der Venne,30.0,Attacking Midfield,Melbourne City,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14992,RKC Waalwijk,Finn Stokkers,26.0,Centre-Forward,Go Ahead Eagles,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14993,RKC Waalwijk,Jens Teunckens,24.0,Goalkeeper,KSK Lierse Kem.,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14994,RKC Waalwijk,Alexander Büttner,33.0,Left-Back,De Graafschap,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
14995,RKC Waalwijk,Lennerd Daneels,24.0,Left Winger,Roda JC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15016,Sparta Rotterdam,Abdou Harroui,24.0,Central Midfield,Sassuolo,€3.00m,out,summer,3.0,Eredivisie,2022,2022/2023
15017,Sparta Rotterdam,Michaël Heylen,28.0,Centre-Back,FC Emmen,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15018,Sparta Rotterdam,Lennart Thy,30.0,Centre-Forward,PEC Zwolle,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15019,Sparta Rotterdam,Tom Beugelsdijk,31.0,Centre-Back,Helmond Sport,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15020,Sparta Rotterdam,Adrián Dalmau,28.0,Centre-Forward,Alcorcón,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15043,Twente Enschede FC,Jayden Oosterwolde,21.0,Left-Back,Parma,€3.00m,out,summer,3.0,Eredivisie,2022,2022/2023
15044,Twente Enschede FC,Ennio van der Gouw,21.0,Goalkeeper,VVV-Venlo,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15045,Twente Enschede FC,Godfried Roemeratoe,22.0,Defensive Midfield,Hapoel Tel Aviv,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15046,Twente Enschede FC,Jesse Bosch,22.0,Central Midfield,Willem II,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15074,FC Utrecht,Quinten Timber,21.0,Central Midfield,Feyenoord,€7.40m,out,summer,7.4,Eredivisie,2022,2022/2023
15075,FC Utrecht,Adam Maher,28.0,Defensive Midfield,Damac FC,€1.80m,out,summer,1.8,Eredivisie,2022,2022/2023
15076,FC Utrecht,Maarten Paes,24.0,Goalkeeper,Dallas,€1.00m,out,summer,1.0,Eredivisie,2022,2022/2023
15077,FC Utrecht,Joris van Overeem,28.0,Central Midfield,M. Tel Aviv,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15078,FC Utrecht,Eric Oelschlägel,26.0,Goalkeeper,FC Emmen,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15079,FC Utrecht,Simon Gustafson,27.0,Central Midfield,Häcken,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15105,Vitesse Arnhem,Riechedly Bazoer,25.0,Central Midfield,AZ Alkmaar,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15106,Vitesse Arnhem,Oussama Darfalou,28.0,Centre-Forward,MAS Fes,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15107,Vitesse Arnhem,Eli Dasa,29.0,Right-Back,Dynamo Moscow,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15108,Vitesse Arnhem,Danilho Doekhi,24.0,Centre-Back,Union Berlin,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15109,Vitesse Arnhem,Patrick Vroegh,22.0,Central Midfield,RKC Waalwijk,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15110,Vitesse Arnhem,Enrico Dueñas,21.0,Attacking Midfield,FC Cartagena B,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15128,FC Volendam,Mike Eerdhuijzen,21.0,Centre-Back,Sparta R.,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15129,FC Volendam,Dion Vlak,21.0,Goalkeeper,Spakenburg,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15130,FC Volendam,Kevin Visser,33.0,Defensive Midfield,AFC Amsterdam,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15131,FC Volendam,Martijn Kaars,23.0,Centre-Forward,Helmond Sport,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15132,FC Volendam,Jim Beers,22.0,Centre-Forward,Quick Boys,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15133,FC Volendam,Samir Ben Sallam,21.0,Central Midfield,Karmiotissa,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15134,FC Volendam,Robin Schulte,21.0,Central Midfield,Katwijk,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15135,FC Volendam,Dyllandro Panka,23.0,Left Winger,Quick Boys,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15136,FC Volendam,John Hilton,21.0,Left-Back,Koninklijke HFC,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
15137,FC Volendam,Alex Plat,24.0,Defensive Midfield,NAC Breda,free transfer,out,summer,0.0,Eredivisie,2022,2022/2023
17346,FC Porto,Diogo Dalot,19.0,Right-Back,Man Utd,€22.00m,out,Summer,22.0,Liga Nos,2018,2018/2019
17347,FC Porto,Ricardo Pereira,24.0,Right-Back,Leicester,€22.00m,out,Summer,22.0,Liga Nos,2018,2018/2019
17348,FC Porto,Willy Boly,27.0,Centre-Back,Wolves,€12.00m,out,Summer,12.0,Liga Nos,2018,2018/2019
17349,FC Porto,Miguel Layún,30.0,Right-Back,Villarreal,€4.00m,out,Summer,4.0,Liga Nos,2018,2018/2019
17350,FC Porto,Gonçalo Paciência,23.0,Centre-Forward,E. Frankfurt,€3.00m,out,Summer,3.0,Liga Nos,2018,2018/2019
17351,FC Porto,Paulinho,24.0,Attacking Midfield,Portimonense,€2.52m,out,Summer,2.52,Liga Nos,2018,2018/2019
17352,FC Porto,Hyun-jun Suk,27.0,Centre-Forward,Troyes,€2.00m,out,Summer,2.0,Liga Nos,2018,2018/2019
17353,FC Porto,João Carlos Teixeira,25.0,Attacking Midfield,Vit. Guimarães,€1.28m,out,Summer,1.28,Liga Nos,2018,2018/2019
17354,FC Porto,Iván Marcano,31.0,Centre-Back,AS Roma,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17355,FC Porto,Zé Manuel,27.0,Second Striker,Santa Clara,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17356,FC Porto,Diego Reyes,25.0,Centre-Back,Fenerbahce,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17403,Sporting CP,Gelson Martins,23.0,Right Winger,Atlético Madrid,€22.00m,out,Summer,22.0,Liga Nos,2018,2018/2019
17404,Sporting CP,Rui Patrício,30.0,Goalkeeper,Wolves,€18.00m,out,Summer,18.0,Liga Nos,2018,2018/2019
17405,Sporting CP,William Carvalho,26.0,Defensive Midfield,Real Betis,€16.00m,out,Summer,16.0,Liga Nos,2018,2018/2019
17406,Sporting CP,Cristiano Piccini,25.0,Right-Back,Valencia,€8.00m,out,Summer,8.0,Liga Nos,2018,2018/2019
17407,Sporting CP,Daniel Podence,22.0,Right Winger,Olympiacos,€7.00m,out,Summer,7.0,Liga Nos,2018,2018/2019
17408,Sporting CP,Tobias Figueiredo,24.0,Centre-Back,Nottm Forest,€2.30m,out,Summer,2.3,Liga Nos,2018,2018/2019
17409,Sporting CP,Matheus Pereira,22.0,Attacking Midfield,1.FC Nuremberg,Loan fee:€500Th.,out,Summer,0.5,Liga Nos,2018,2018/2019
17410,Sporting CP,Jonathan Silva,24.0,Left-Back,CD Leganés,Loan fee:€400Th.,out,Summer,0.4,Liga Nos,2018,2018/2019
17411,Sporting CP,Héldon,29.0,Left Winger,Al-Taawoun FC,€250Th.,out,Summer,0.25,Liga Nos,2018,2018/2019
17412,Sporting CP,Domingos Duarte,23.0,Centre-Back,Dep. La Coruña,Loan fee:€225Th.,out,Summer,0.225,Liga Nos,2018,2018/2019
17413,Sporting CP,Chico Geraldes,23.0,Attacking Midfield,E. Frankfurt,Loan fee:€200Th.,out,Summer,0.2,Liga Nos,2018,2018/2019
17414,Sporting CP,Pedro Silva,21.0,Goalkeeper,Tondela,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17415,Sporting CP,Simeon Slavchev,24.0,Defensive Midfield,Qarabag FK,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17416,Sporting CP,Lukas Spalvis,23.0,Centre-Forward,1.FC K'lautern,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17417,Sporting CP,Rafael Leão,19.0,Left Winger,LOSC Lille,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17418,Sporting CP,Seydou Doumbia,30.0,Centre-Forward,Girona,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17419,Sporting CP,Bryan Ruiz,32.0,Attacking Midfield,Santos FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17457,SL Benfica,João Carvalho,21.0,Attacking Midfield,Nottm Forest,€15.00m,out,Summer,15.0,Liga Nos,2018,2018/2019
17458,SL Benfica,Bryan Cristante,23.0,Defensive Midfield,Atalanta BC,€9.50m,out,Summer,9.5,Liga Nos,2018,2018/2019
17459,SL Benfica,Talisca,24.0,Attacking Midfield,GZ Evergrande,Loan fee:€5.80m,out,Summer,5.8,Liga Nos,2018,2018/2019
17460,SL Benfica,André Horta,21.0,Central Midfield,LAFC,€5.70m,out,Summer,5.7,Liga Nos,2018,2018/2019
17461,SL Benfica,André Carrillo,27.0,Right Winger,Al-Hilal SFC,Loan fee:€4.00m,out,Summer,4.0,Liga Nos,2018,2018/2019
17462,SL Benfica,Raúl Jiménez,27.0,Centre-Forward,Wolves,Loan fee:€3.00m,out,Summer,3.0,Liga Nos,2018,2018/2019
17463,SL Benfica,João Amaral,26.0,Attacking Midfield,Lech Poznan,€350Th.,out,Summer,0.35,Liga Nos,2018,2018/2019
17464,SL Benfica,Marçal,29.0,Left-Back,Olympique Lyon,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17465,SL Benfica,Pedro Nuno,23.0,Left Winger,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17466,SL Benfica,Patrick Vieira,27.0,Right-Back,Santa Clara,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17467,SL Benfica,Chiquinho,23.0,Attacking Midfield,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17468,SL Benfica,César Martins,25.0,Centre-Back,Santa Clara,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17501,SC Braga,Danilo Barbosa,22.0,Defensive Midfield,OGC Nice,€10.00m,out,Summer,10.0,Liga Nos,2018,2018/2019
17502,SC Braga,Nikola Vukcevic,26.0,Defensive Midfield,Levante,€8.90m,out,Summer,8.9,Liga Nos,2018,2018/2019
17503,SC Braga,Pedro Tiba,29.0,Central Midfield,Lech Poznan,€1.00m,out,Summer,1.0,Liga Nos,2018,2018/2019
17504,SC Braga,Ahmed Hassan,25.0,Centre-Forward,Olympiacos,Loan fee:€300Th.,out,Summer,0.3,Liga Nos,2018,2018/2019
17505,SC Braga,Alef,23.0,Defensive Midfield,AEK Athens,Loan fee:€250Th.,out,Summer,0.25,Liga Nos,2018,2018/2019
17506,SC Braga,Nikola Stojiljkovic,25.0,Centre-Forward,Red Star,Loan fee:€200Th.,out,Summer,0.2,Liga Nos,2018,2018/2019
17507,SC Braga,Artur Jorge,23.0,Centre-Back,Vitória Setúbal,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17508,SC Braga,Joca,22.0,Right Midfield,Rio Ave FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17537,Vitória Guimarães SC,Raphinha,21.0,Right Winger,Sporting CP,€6.50m,out,Summer,6.5,Liga Nos,2018,2018/2019
17538,Vitória Guimarães SC,Ghislain Konan,22.0,Left-Back,Stade Reims,€4.00m,out,Summer,4.0,Liga Nos,2018,2018/2019
17539,Vitória Guimarães SC,Xande Silva,21.0,Right Winger,West Ham,€1.50m,out,Summer,1.5,Liga Nos,2018,2018/2019
17540,Vitória Guimarães SC,Rafael Martins,29.0,Centre-Forward,ZJ Greentown,€1.25m,out,Summer,1.25,Liga Nos,2018,2018/2019
17541,Vitória Guimarães SC,Paolo Hurtado,28.0,Attacking Midfield,Konyaspor,€350Th.,out,Summer,0.35,Liga Nos,2018,2018/2019
17542,Vitória Guimarães SC,João Aurélio,29.0,Right-Back,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17576,Rio Ave FC,Pelé,26.0,Defensive Midfield,Monaco,€7.20m,out,Summer,7.2,Liga Nos,2018,2018/2019
17577,Rio Ave FC,João Novais,24.0,Central Midfield,SC Braga,€1.50m,out,Summer,1.5,Liga Nos,2018,2018/2019
17578,Rio Ave FC,Cássio,37.0,Goalkeeper,Al-Taawoun FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17579,Rio Ave FC,Bruno Teles,32.0,Left-Back,Paços Ferreira,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17580,Rio Ave FC,Rui Gabriel Vieira,26.0,Goalkeeper,Arouca,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17581,Rio Ave FC,Marcelo,28.0,Centre-Back,Sporting CP,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17582,Rio Ave FC,Hélder Guedes,31.0,Centre-Forward,Al-Dhafra FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17614,Portimonense SC,Fabrício,28.0,Centre-Forward,Urawa Reds,€5.00m,out,Summer,5.0,Liga Nos,2018,2018/2019
17615,Portimonense SC,Paulinho,23.0,Attacking Midfield,FC Porto,€3.00m,out,Summer,3.0,Liga Nos,2018,2018/2019
17616,Portimonense SC,Ewerton,25.0,Central Midfield,FC Porto,€2.00m,out,Summer,2.0,Liga Nos,2018,2018/2019
17617,Portimonense SC,Rafa Soares,23.0,Left-Back,FC Porto,€1.50m,out,Summer,1.5,Liga Nos,2018,2018/2019
17618,Portimonense SC,Buba,25.0,Second Striker,Praiense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17619,Portimonense SC,Isaac Boakye,21.0,Left Winger,CO Montijo,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17650,CS Marítimo,Erdem Sen,29.0,Defensive Midfield,Ankaragücü,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17651,CS Marítimo,Filipe Oliveira,24.0,Central Midfield,Famalicão,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17652,CS Marítimo,Gevorg Ghazaryan,30.0,Left Winger,Chaves,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17653,CS Marítimo,Piqueti,25.0,Right Winger,Varese,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17654,CS Marítimo,Fábio Pacheco,30.0,Defensive Midfield,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17655,CS Marítimo,Éber Bessa,26.0,Attacking Midfield,Vitória Setúbal,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17656,CS Marítimo,Adul Seidi,25.0,Centre-Forward,US Créteil-L,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17657,CS Marítimo,Yannick Semedo,22.0,Central Midfield,União Madeira,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17678,GD Chaves,Davidson,27.0,Left Winger,Vit. Guimarães,€800Th.,out,Summer,0.8,Liga Nos,2018,2018/2019
17679,GD Chaves,Pedro Queirós,33.0,Right-Back,Estoril Praia,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17680,GD Chaves,Patrão,28.0,Central Midfield,Estoril Praia,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17715,Desportivo Aves (- 2020),Alexandre Guedes,24.0,Centre-Forward,Vit. Guimarães,€700Th.,out,Summer,0.7,Liga Nos,2018,2018/2019
17716,Desportivo Aves (- 2020),Fernando Tissone,32.0,Defensive Midfield,Nacional,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17717,Desportivo Aves (- 2020),Pedró,30.0,Attacking Midfield,Arouca,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17718,Desportivo Aves (- 2020),Paulo Machado,32.0,Central Midfield,Mumbai City,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17719,Desportivo Aves (- 2020),Erivaldo,24.0,Right Winger,Leixões,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17720,Desportivo Aves (- 2020),Marco Pinto,30.0,Goalkeeper,Mirandela,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17721,Desportivo Aves (- 2020),Derley,31.0,Centre-Forward,Muangthong Utd.,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17722,Desportivo Aves (- 2020),Caíque Lemes,25.0,Centre-Forward,Chiangrai Utd.,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17801,Vitória Setúbal FC,Nuno Reis,27.0,Centre-Back,Levski Sofia,€200Th.,out,Summer,0.2,Liga Nos,2018,2018/2019
17802,Vitória Setúbal FC,Diogo Ferreira,20.0,Goalkeeper,Peniche,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17803,Vitória Setúbal FC,Mohcine Hassan,23.0,Centre-Forward,Olhanense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17804,Vitória Setúbal FC,Edinho,35.0,Centre-Forward,Feirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17805,Vitória Setúbal FC,Pedro Trigueira,30.0,Goalkeeper,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17806,Vitória Setúbal FC,Nenê Bonilha,26.0,Defensive Midfield,Fortaleza,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17807,Vitória Setúbal FC,Yohan Tavares,30.0,Centre-Back,APOEL Nicosia,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17808,Vitória Setúbal FC,Arnold Issoko,26.0,Right Midfield,Mumbai City,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17809,Vitória Setúbal FC,Tomás Podstawski,23.0,Defensive Midfield,Pogon Szczecin,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17842,Boavista FC,Raphael Rossi,27.0,Centre-Back,FC Sion,€1.00m,out,Summer,1.0,Liga Nos,2018,2018/2019
17843,Boavista FC,Renato Santos,26.0,Right Winger,Málaga CF,€750Th.,out,Summer,0.75,Liga Nos,2018,2018/2019
17844,Boavista FC,Nuno Henrique,31.0,Centre-Back,Pafos FC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17845,Boavista FC,Vítor Bruno,28.0,Left-Back,Feirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17846,Boavista FC,Ricardo Clarke,25.0,Left Winger,Nacional,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17847,Boavista FC,Tiago Mesquita,27.0,Right-Back,Feirense,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17880,Moreirense FC,Alfa Semedo,20.0,Defensive Midfield,Benfica,€2.54m,out,Summer,2.54,Liga Nos,2018,2018/2019
17881,Moreirense FC,Jhonatan,27.0,Goalkeeper,Vit. Guimarães,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17882,Moreirense FC,Boubacar Fofana,28.0,Defensive Midfield,Gaz Metan,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17883,Moreirense FC,Felipe Garcia,30.0,Goalkeeper,CSA,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17884,Moreirense FC,Edno,35.0,Centre-Forward,Tubarão-SC,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17885,Moreirense FC,Pierre Sagna,27.0,Right-Back,B SAD,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17886,Moreirense FC,Victor Braga,26.0,Goalkeeper,Espinho,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17887,Moreirense FC,Ernest Ohemeng,22.0,Left Winger,CD Mirandés,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17888,Moreirense FC,André Micael,29.0,Centre-Back,Gaz Metan,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
17919,CD Tondela,Yordan Osorio,24.0,Centre-Back,FC Porto,€2.00m,out,Summer,2.0,Liga Nos,2018,2018/2019
17920,CD Tondela,Miguel Cardoso,24.0,Right Winger,Dinamo Moscow,€500Th.,out,Summer,0.5,Liga Nos,2018,2018/2019
17921,CD Tondela,Sulley Muniru,25.0,Central Midfield,Y. Malatyaspor,free transfer,out,Summer,0.0,Liga Nos,2018,2018/2019
